287473,E4494800,2018-07-12 14:30:17.710
287473,E4494800,2018-07-12 14:30:28.020
287473,E4494800,2018-07-12 14:30:35.350
287473,E4494800,2018-07-12 14:30:42.583
287473,C4294800,2018-07-12 14:44:09.013
287473,C4294800,2018-07-12 14:47:20.413
287473,C4294800,2018-07-12 14:47:26.720
287473,C4294800,2018-07-12 14:47:30.157
287473,C4294800,2018-07-12 14:47:33.040
287473,C4294800,2018-07-12 14:47:35.060
287473,C4294800,2018-07-12 14:47:36.237
287473,C4294800,2018-07-12 14:47:37.580
287473,C4294800,2018-07-12 14:47:40.033
287473,C4294800,2018-07-12 14:47:41.443
287473,C4294800,2018-07-12 14:47:55.180
287473,C4294800,2018-07-12 14:47:58.103
287473,C4294800,2018-07-12 14:48:05.140
287473,C4294800,2018-07-12 14:48:07.363
287473,C4294800,2018-07-12 14:48:15.163
287473,C4294800,2018-07-12 14:48:17.037
287473,C4294800,2018-07-12 14:48:19.663
287473,C4294800,2018-07-12 14:48:21.057
287473,C4294800,2018-07-12 14:48:22.697
287473,C4294800,2018-07-12 14:48:24.213
287473,C4294800,2018-07-12 14:48:25.747
287473,C4294800,2018-07-12 14:48:26.510
287473,C4294800,2018-07-12 14:48:28.200
287473,C4294800,2018-07-12 14:48:29.840
287460,C4294800,2018-07-12 14:56:05.537
287460,C4294800,2018-07-12 14:56:07.820
287460,C4294800,2018-07-12 14:56:09.290
287460,C4294800,2018-07-12 14:56:14.440
287460,C4294900,2018-07-12 15:20:59.333
287460,C4294900,2018-07-12 15:21:00.117
287460,C4294900,2018-07-12 15:21:01.037
287460,C4294900,2018-07-12 15:21:03.977
287460,C4294900,2018-07-12 15:21:05.697
287460,C4294900,2018-07-12 15:21:15.810
287460,C4294900,2018-07-12 15:21:17.293
287460,C4294900,2018-07-12 15:21:19.090
287460,C4294900,2018-07-12 15:21:20.543
287460,C4294900,2018-07-12 15:21:21.997
287460,C4294900,2018-07-12 15:21:24.810
287460,C4294900,2018-07-12 15:21:43.673
287460,C4294900,2018-07-12 15:21:50.413
287460,C4294900,2018-07-12 15:21:51.993
287460,C4294900,2018-07-12 15:21:57.620
287460,C4294900,2018-07-12 15:21:59.183
287460,C4294900,2018-07-12 15:22:00.370
287460,C4294900,2018-07-12 15:22:01.370
287460,C4294900,2018-07-12 15:22:03.200
287460,C4294900,2018-07-12 15:22:03.920
287460,C4294900,2018-07-12 15:22:05.183
287460,C4294900,2018-07-12 15:22:07.203
287460,C4294900,2018-07-12 15:22:13.507
287460,C4294900,2018-07-12 15:22:15.547
287460,C4294900,2018-07-12 15:22:17.657
287460,C4294900,2018-07-12 15:22:19.343
287460,C4294100,2018-07-12 15:24:39.467
287460,C4294100,2018-07-12 15:25:20.373
287460,C4294100,2018-07-12 15:25:44.577
287460,C4294100,2018-07-12 15:26:03.557
287460,D4304600,2018-07-12 15:27:39.550
287460,D4304600,2018-07-12 15:28:09.177
287460,D4344600,2018-07-12 15:30:20.387
287460,F7597600,2018-07-12 15:39:17.523
287460,F7597600,2018-07-12 15:39:29.667
287460,C4254400,2018-07-12 15:42:52.643
287460,C4254400,2018-07-12 15:43:03.393
287460,C4254400,2018-07-12 15:43:31.927
287460,C4204900,2018-07-12 15:45:43.543
287460,C4204900,2018-07-12 15:46:57.290
287477,C4244900,2018-07-13 08:45:08.993
287477,C4244900,2018-07-13 08:45:34.227
287477,C4244800,2018-07-13 08:46:32.493
287475,D4344100,2018-07-13 09:05:26.773
B000047111,F4504100,2018-07-13 09:08:32.140
287484,D4304600,2018-07-13 09:14:45.437
287484,D4304600,2018-07-13 09:15:11.563
B000047107,C4294400,2018-07-13 09:17:50.220
B000047107,C4294400,2018-07-13 09:17:52.267
B000047107,C4294900,2018-07-13 09:20:44.660
B000047107,C4294900,2018-07-13 09:20:45.753
B000047107,C4254700,2018-07-13 09:21:58.973
B000047107,C4254700,2018-07-13 09:22:34.333
B000047107,F4504900,2018-07-13 09:24:03.600
B000047096,E4464300,2018-07-13 09:26:59.110
B000047096,E4464300,2018-07-13 09:27:23.643
B000047096,E4464300,2018-07-13 09:27:52.277
287459,F4564500,2018-07-13 09:35:08.927
286853-2,F4544701,2018-07-13 11:17:53.550
B000047087-1,C4254200,2018-07-13 11:25:22.940
B000047087-1,C4254200,2018-07-13 11:25:45.830
B000047087-1,D4304400,2018-07-13 11:26:52.653
B000047087-1,D4304400,2018-07-13 11:27:22.187
B000047087-1,C4254000,2018-07-13 11:28:14.917
B000047025,D4304900,2018-07-13 11:29:56.567
B000047025,D4304900,2018-07-13 11:30:19.067
B000047025,D4304400,2018-07-13 11:31:21.620
B000047025,E4404900,2018-07-13 11:32:37.090
B000047025,E4404900,2018-07-13 11:32:38.560
B000047025,E4404900,2018-07-13 11:32:41.013
B000047025,E4404900,2018-07-13 11:33:58.737
B000047123,F6506900,2018-07-13 11:45:08.830
287538,G8000000,2018-07-13 11:53:34.243
287538,G8000000,2018-07-13 11:54:52.693
B000047124,F7557200,2018-07-13 12:00:28.950
B000047124,F7557200,2018-07-13 12:00:46.887
287533,E4464700,2018-07-13 12:02:40.590
287533,E4464700,2018-07-13 12:02:48.323
287528,C4294300,2018-07-13 12:06:11.750
287528,C4294300,2018-07-13 12:06:41.423
287528,C4294300,2018-07-13 12:06:56.417
287528,C4294300,2018-07-13 12:07:12.080
287528,C4294100,2018-07-13 12:08:25.093
287528,C4294100,2018-07-13 12:09:06.067
287528,F5505700,2018-07-13 12:12:45.817
B000047119,C4254700,2018-07-13 12:16:51.523
B000047119,C4254700,2018-07-13 12:16:56.697
B000047119,C4254700,2018-07-13 12:17:21.497
B000047119,C4254500,2018-07-13 12:18:07.263
B000047119,C4254500,2018-07-13 12:18:09.233
287531,G4604800,2018-07-13 12:20:42.010
287531,G4604800,2018-07-13 12:20:45.197
287531,G7647600,2018-07-13 12:24:40.900
287531,G7647600,2018-07-13 12:24:41.933
287531,G7647600,2018-07-13 12:24:46.780
287531,G7647600,2018-07-13 12:24:52.407
B000047132,C4294800,2018-07-13 13:10:00.217
B000047132,C4294800,2018-07-13 13:10:12.437
B000047126,B4000000,2018-07-13 13:12:02.893
B000047126,B4000000,2018-07-13 13:12:45.313
B000047126,B4000000,2018-07-13 13:13:29.280
B000047126,D8000000,2018-07-13 13:16:32.590
B000047130,F5555700,2018-07-13 13:18:57.100
B000047130,F5555700,2018-07-13 13:19:14.803
B000047130,F5555700,2018-07-13 13:19:27.727
B000047130,F5555700,2018-07-13 13:19:46.850
B000047130,F5555800,2018-07-13 13:20:25.690
B000047130,F5555800,2018-07-13 13:20:39.057
B000047130,F5555800,2018-07-13 13:20:51.183
B000047130,F5555800,2018-07-13 13:21:01.143
287529,F4564600,2018-07-13 13:22:46.983
B000047120,F4564600,2018-07-13 13:24:48.293
B000047120,F4564600,2018-07-13 13:25:37.323
B000047121,E4464700,2018-07-13 14:06:51.957
287536,E4464700,2018-07-13 14:21:32.513
287536,E4464700,2018-07-13 14:21:59.867
287536,E4464600,2018-07-13 14:23:44.130
287536,C4294700,2018-07-13 14:24:50.010
287536,F4504000,2018-07-13 14:27:19.730
287536,F4504000,2018-07-13 14:27:49.263
287544,F4564500,2018-07-13 14:29:28.937
287544,F4564500,2018-07-13 14:29:53.207
287544,F4564500,2018-07-13 14:30:05.273
287543,F5555700,2018-07-13 14:33:04.833
287494,G8000000,2018-07-13 14:36:15.660
B000047114,C4294700,2018-07-13 14:38:41.090
B000047114,C4294700,2018-07-13 14:38:48.770
287511,C4294700,2018-07-13 14:39:36.797
287511,C4294700,2018-07-13 14:39:53.640
287540,C4294700,2018-07-13 15:00:17.120
287540,C4294700,2018-07-13 15:00:19.807
287540,C4294700,2018-07-13 15:00:24.213
287540,C4294700,2018-07-13 15:00:24.760
287540,C4294700,2018-07-13 15:00:26.340
287540,C4294700,2018-07-13 15:00:29.353
