CUST_ORDER_ID,LOCATION_ID,LOCATION_RANK
294496,E4444800,33
294496,E4444800,34
294496,D4344900,35
294496,F4544400,36
294496,B2100000,37
294496,B2100000,38
294496,B2100000,39
294496,B2100000,40
294496,B3150000,41
294496,B3150000,42
294496,F4504500,43
294496,G4644400,44
294496,G4644400,45
294496,G4644400,46
294496,F7597800,47
294496,F7597800,48
294496,F6556600,49
294496,F6556600,50
294496,G6606200,51
294496,G6606200,52
294496,G6606200,53
294496,G6606200,54
294496,F6506700,55
294497,B2100000,1
294497,B2100000,2
294497,B2100000,3
294497,B2100000,4
294497,G7647500,5
294497,G7647500,6
294497,E4404400,7
294497,E4404400,8
294497,E4404800,9
294497,E4404800,10
294500,F4564800,1
294500,F4564800,2
294500,F4564800,3
294500,F4564800,4
294504,C4254800,1
294504,C4254800,2
294504,C4254600,3
294507,F4564800,1
294507,F4564800,2
294525,C4244900,1
294525,G4604300,2
294525,G4604300,3
294525,G4604300,4
294525,G4604300,5
294525,E4494600,6
294525,E4494600,7
294525,F4544700,8
294525,F4544700,9
294525,F4544800,10
294525,F4544800,11
294525,F4544800,12
294531,D4304900,1
294531,D4304900,2
294531,F7547800,3
294544,C4244600,1
294559,C4244400,1
294559,C4244400,2
294559,C4244400,3
294559,C4244600,4
294559,C4204901,5
294559,C4204801,6
294559,C4204801,7
294559,C4204801,8
294571,F4544600,1
294571,F4544600,2
294571,F4544600,3
294571,F5555800,4
294571,F5555900,5
294571,C4294700,6
294571,C4294700,7
294571,C4294700,8
294571,C4294700,9
294571,C4294700,10
294571,C4294700,11
294571,C4294800,12
294571,C4294800,13
294571,C4294800,14
294571,C4294800,15
294574-1,B3000000,1
294574-1,B3000000,2
294574-1,B3000000,3
294574-1,B3000000,4
294574-1,B3000000,5
294574-1,B3000000,6
294574-1,B3000000,7
294574-1,B3000000,8
294574-1,B3000000,9
294574-1,B3000000,10
294574-1,B3000000,11
294574-1,B3000000,12
294574-1,B3000000,13
294574-1,B3000000,14
294574-1,B3000000,15
294574-1,B3000000,16
294574-1,B3000000,17
294574-1,B3000000,18
294574-1,B3000000,19
294574-1,B3000000,20
294574-1,B3000000,21
294574-1,B3000000,22
294574-1,B3000000,23
294574-1,B3000000,24
294574-1,B3000000,25
294574-1,B3000000,26
294574-1,B3000000,27
294574-1,B3000000,28
294574-1,B3000000,29
294574-1,B3000000,30
294574-1,B3000000,31
294574-1,B3000000,32
294574-1,B3000000,33
294574-1,B3000000,34
294574-1,B3000000,35
294574-1,B3000000,36
294574-1,B3000000,37
294574-1,B3000000,38
294574-1,B3000000,39
294574-1,B3000000,40
294582,C4294700,1
294582,C4294700,2
294582,C4294500,3
294582,C4294500,4
294582,C4254400,5
294586,F7507801,1
294587,E4494100,1
294602,F4544800,1
294602,F4544800,2
294610,C4244200,1
294610,C4204901,2
294610,C4204901,3
294616,C4244800,1
294616,F4564703,2
294620,F5555800,1
294633-1,G4604900,1
294633-1,G4604900,2
294633-1,G4604900,3
294633-1,G4604900,4
294637,E7407302,1
294639-2,D4304600,1
294639-2,D4304600,2
294639-2,D4304600,3
294639-2,D4304600,4
294639-2,D4304600,5
294639-2,D4304600,6
294641,F7507401,1
294642,C4244300,1
294642,C4244600,2
294642,F4564300,3
294661,G8648200,1
294664,B2100000,1
294664,B2100000,2
294665,B2100000,1
294665,B2100000,2
294665,G6646300,3
294665,E4404900,4
294670,C4254200,1
294670,C4254200,2
294672,F4564300,1
294672,F4564300,2
294673,C4244900,1
294673,C4244900,2
294673,F4544500,3
294673,F4544500,4
294681,C4244800,1
294681,F4504500,2
294681,F7557200,3
294681,C4254900,4
294681,C4254900,5
294681,C4254800,6
294681,C4254800,7
294681,MISC,8
294683,C4244700,1
294685,C4244900,1
294690,C4244800,1
294690,MISC,2
294696-1,B3000000,1
294696-1,B3000000,2
294697,C4254800,1
294697,C4254800,2
294708,E4444400,1
294730,C4294900,1
294731,G6696402,1
294732,F5545600,1
294732,F5545600,2
294733,G8648402,1
294736,B2100000,1
294736,B2100000,2
294736,B2100000,3
294736,B2100000,4
294736,F6596100,5
294736,C4254800,6
294736,C4254800,7
294736,C4254800,8
294736,C4254800,9
294736,C4254800,10
294736,C4254800,11
294736,C4254500,12
294736,C4254500,13
294736,C4254500,14
294736,C4254500,15
294739,C4254800,1
294739,C4254800,2
294747,C4244800,1
294747,C4204800,2
294747,F6506100,3
294747,F5545600,4
294747,C4254700,5
294747,C4254700,6
294747,C4254700,7
294747,C4254700,8
294759,C4294800,1
294759,C4294800,2
294759,C4294800,3
294759,C4294800,4
294764,F7597300,1
294769,E4444900,1
294769,F6506900,2
294769,F6506900,3
294769,C4204600,4
294775,F4564400,1
294775,F4564400,2
294776,F4594701,1
294776,E4404800,2
294776,E4404800,3
294783-1,F4594302,1
294834,B2100000,1
294834,B2100000,2
294837,B2100000,1
294837,B2100000,2
294854,C4244700,1
294854,C4244900,2
294854,C4204900,3
294854,F6506100,4
294854,F4564300,5
294854,F4544500,6
294854,C4254500,7
294854,C4254500,8
294854,C4254500,9
294854,C4254500,10
294854,C4254700,11
294854,C4254700,12
294854,C4254700,13
294854,C4254700,14
294854,C4254400,15
294854,C4254400,16
294854,C4254400,17
294854,C4254400,18
294854,C4294800,19
294854,C4294800,20
294854,C4294800,21
294854,C4294800,22
294854,C4294600,23
294860,C4244400,1
294860,C4244701,2
294860,C4244600,3
294860,G4644600,4
294860,G4644600,5
294860,G4644600,6
294860,G4644400,7
294860,G4644400,8
294860,G4644400,9
294860,G4644400,10
294860,E4494600,11
294860,E4494600,12
294860,F4564300,13
294860,C4254800,14
294860,C4254800,15
294860,C4254800,16
294860,C4254800,17
294860,C4204901,18
294860,C4204801,19
294860,D8348401,20
294877-1,B3000000,1
294877-1,B3000000,2
294878-1,B3000000,1
294878-1,B3000000,2
294890,F6556800,1
294896,F5545800,1
294896,F7597300,2
294896,B4000000,3
294899,C4294800,1
294899,C4294800,2
294899,C4294800,3
294899,C4294800,4
294899,C4294800,5
294899,C4294800,6
294899,C4294800,7
294899,C4294800,8
294899,C4294800,9
294899,C4294800,10
294899,C4294800,11
294899,C4294800,12
294899,C4294800,13
294899,C4294800,14
294899,C4294800,15
294899,C4294800,16
294899,C4294800,17
294899,C4294800,18
294899,C4294800,19
294899,C4294800,20
294899,C4294500,21
294899,C4294500,22
294899,C4294500,23
294899,C4294500,24
294899,C4294500,25
294899,F7597300,26
294932,F6556800,1
294933,B3150000,1
294933,B3150000,2
294934,F6556800,1
294938,B4000000,1
294938,F4504700,2
294940,G4644501,1
294940,G4644801,2
294940,B3140000,3
294941,C4294600,1
294941,C4294600,2
294941,C4294500,3
294941,C4294500,4
294941,C4294500,5
294941,C4294500,6
294941,C4294500,7
294941,C4294500,8
294941,C4294800,9
294941,C4294800,10
294941,C4294800,11
294941,C4294800,12
294941,C4294800,13
294941,C4294800,14
294941,E4444700,15
294941,E4444700,16
294949,C4254600,1
294959,F6506101,1
294959,F6506101,2
294966,G6656700,1
294966,G4604200,2
294969,G7647500,1
294975,B3150000,1
294975,B3150000,2
294976,G6656901,1
294982,E4404400,1
294985,F5545600,1
294994,C4254700,1
294994,C4254700,2
294994,C4254700,3
294994,C4254800,4
294994,C4254800,5
294996,E4464600,1
294997,C4254800,1
294997,C4254800,2
294997,C4254800,3
294997,C4254800,4
294997,C4254800,5
294997,C4254800,6
294997,C4254800,7
294997,C4254800,8
294997,C4254800,9
294997,C4254800,10
294997,C4254800,11
294997,C4254800,12
294997,C4254800,13
294997,C4254800,14
294997,C4254800,15
294997,C4254800,16
294997,C4254800,17
294997,C4254800,18
294997,C4254800,19
294997,C4254800,20
294997,C4254800,21
294997,C4254800,22
294997,C4294000,23
294997,C4294000,24
294997,F5555800,25
294997,F5555900,26
295002,C4294700,1
295002,C4294700,2
295004,D4344800,1
295005-1,F4504800,1
295005-1,F4504800,2
295005-1,F4504800,3
295006,C4244900,1
295006,C4244900,2
295006,C4244900,3
295006,C4244900,4
295006,F4544500,5
295006,F4544500,6
295006,F4544500,7
295006,F4544500,8
295012,E4464600,1
295015-1,C4204900,1
295015-1,C4204900,2
295019,E4494600,1
295019,E4494600,2
295020,B2100000,1
295020,B2100000,2
295020,B2100000,3
295020,B2100000,4
295028,E4404400,1
295028,E4404400,2
295028,E4404400,3
295029,B3000000,1
295029,B3000000,2
295038,C4244600,1
295045,C4294100,1
295045,C4294100,2
295045,C4294100,3
295045,C4294100,4
295046,C4254300,1
295046,C4254300,2
295046,C4254300,3
295046,C4254300,4
295046,C4254300,5
295047,F4504600,1
295047,E4444200,2
295049,B4000000,1
295050,C4244600,1
295052,A1101501,1
295052,A1101501,2
295052,A1101501,3
295058,D4344200,1
295058,D4344200,2
295059,B4000000,1
295059,B4000000,2
295059,C4254300,3
295059,C4254300,4
295062,G4604503,1
295062,G4604503,2
295062,G7607800,3
295062,G7657200,4
295062,G7657200,5
295062,G6696402,6
295064,F4504800,1
295065,F5555800,1
295066,C4294700,1
295067,E4404400,1
295068,C4294700,1
295071,D7347800,1
295072,D7347800,1
295074,D7347800,1
295077,D7347800,1
295084,D7347800,1
295087,D7347800,1
295088,D7347800,1
295095,D8308600,1
295095,D8308600,2
295096,F4504500,1
295103,F4544600,1
295103,F4544800,2
295103,MISC,3
295104,F4564700,1
295104,F7547200,2
295104,MISC,3
295105,C4244900,1
295105,E4404400,2
295105,E4404800,3
295105,E4404800,4
295105,E4404900,5
295105,E4404900,6
295105,E4404900,7
295105,E4404900,8
295105,F4544500,9
295105-1,B3000000,1
295105-1,B3000000,2
295105-1,B3000000,3
295105-1,B3000000,4
295110,C4244600,1
295110,F4564300,2
295112,C4244500,1
295112,MISC,2
295115,C4294300,1
295115,C4294300,2
295117,F6506100,1
295117,MISC,2
295124,C4244800,1
295135,F4504800,1
295141,C4244800,1
295149,G8648402,1
295149,C4204901,2
295151,D2310000,1
295155,F5555600,1
295155,F5555600,2
295155,F5555600,3
295156,F5555800,1
295159,F4544900,1
295159,MISC,2
295160,F6596301,1
295160,C4254400,2
295160,C4254400,3
295161,D8308701,1
295161,D8308701,2
295165,C2200000,1
295168,G7647300,1
295168,G6656200,2
295169,C4244400,1
295176,F4594700,1
295176,F4594700,2
295176,F4564500,3
295176,F4564500,4
295176,F4564500,5
295176,F4564500,6
295176,G6646300,7
295176,F5555800,8
295176,F5555900,9
295182,B2160000,1
295185,D4394800,1
295185,D4304600,2
295185,D4304600,3
295186,G6646800,1
295194,C4244800,1
295195,B4000000,1
295195,B4000000,2
295196,G6606201,1
295196,G6606201,2
295199,C4244700,1
295204,C2200000,1
295204,B2160000,2
295204,F8558000,3
295205,C2200000,1
295205,B2160000,2
295205,B3150000,3
295205,F4504200,4
295205,F4504200,5
295205,F4504200,6
295205,F4504200,7
295205,F4504200,8
295205,C4254500,9
295205,C4254500,10
295205,C4254500,11
295205,C4254500,12
295205,C4254400,13
295205,C4254400,14
295217,G8648402,1
295229,D8348700,1
295230,C4244903,1
295235,C4204801,1
295235,C4204801,2
295237,F4564200,1
295238,C4244800,1
295238,F4564200,2
295238,C4294700,3
295238,C4294700,4
295239,F7597400,1
295239,F7597400,2
295244,G6646100,1
295244,G6646100,2
295244,B3150000,3
295244,B3150000,4
295244,B3140000,5
295245,G5605701,1
295245,F4504900,2
295245,F4504900,3
295249,F5555600,1
295252,B2100000,1
295252,B2100000,2
295252,B2100000,3
295252,B3150000,4
295252,B3150000,5
295252,E4404400,6
295252,F8508100,7
295252,F8508100,8
295256,E4464300,1
295257,C4254400,1
295257,C4254400,2
295257,C4254400,3
295257,C4254400,4
295257,C4254700,5
295257,C4254700,6
295257,C4254700,7
295257,C4254700,8
295264-1,B3000000,1
295264-1,B3000000,2
295271,D4394300,1
295271,D2310000,2
295275,C4254400,1
295275,C4254400,2
295275,C4254400,3
295275,C4254400,4
295275,C4254400,5
295275,C4254400,6
295275,C4254800,7
295275,C4254800,8
295275,C4254800,9
295275,C4254800,10
295287,C4294600,1
295292,A1101501,1
295294-2,B3000000,1
295294-2,B3000000,2
295294-2,B3000000,3
295294-2,B3000000,4
295294-2,B3000000,5
295294-2,B3000000,6
295294-2,B3000000,7
295294-2,B3000000,8
295295-2,B3000000,1
295295-2,B3000000,2
295295-2,B3000000,3
295295-2,B3000000,4
295295-2,B3000000,5
295295-2,B3000000,6
295295-2,B3000000,7
295295-2,B3000000,8
295295-2,B3000000,9
295295-2,B3000000,10
295295-2,B3000000,11
295295-2,B3000000,12
295295-2,F4544900,13
295308,F4504400,1
295308,F4504400,2
295308,F4504400,3
295308,D2310000,4
295308,C4254700,5
295308,C4254700,6
295308,C4294300,7
295308,C4294300,8
295308,C4294600,9
295308,C4294800,10
295308,C4294800,11
295308,C4294800,12
295308,C4294800,13
295308,C4294500,14
295308,C4294500,15
295308,C4294500,16
295312,F4544801,1
295312,C4294100,2
295312,C4294100,3
295312,C4294300,4
295312,C4294300,5
295312,C4294000,6
295312,C4294000,7
295312,C4294000,8
295312,C4294000,9
295318,C4244800,1
295319,G6656700,1
295319,G6656700,2
295319,A1101401,3
295321,C4254200,1
295321,C4254200,2
295327,C4254100,1
295330,B3000000,1
295330,B3000000,2
295334-1,G6646100,1
295334-1,G6646100,2
295334-1,F8558001,3
295335,F4504400,1
295335,F4504400,2
295335,F4504400,3
295335,C4294800,4
295335,C4294800,5
295339,C4244800,1
295340-1,B3000000,1
295340-1,B3000000,2
295341,G4604800,1
295352,C4244400,1
295352,G7607900,2
295353,G6646800,1
295354,B2160000,1
295354,B2160000,2
295354,G4644400,3
295354,G4644400,4
295354,F5545700,5
295354,C4254100,6
295354,C4254100,7
295354,C4294900,8
295354,C4294900,9
295359,B4000000,1
295359,B4000000,2
295359,B4000000,3
295360,B2160000,1
295360,C4254400,2
295360,C4254400,3
295360,C4254800,4
295360,C4254800,5
295360,C4254700,6
295360,C4294800,7
295360,C4294800,8
295360,C4294800,9
295360,C4294800,10
295360,C4294700,11
295360,C4294700,12
295360,C4294600,13
295360,C4294600,14
295360,C4294600,15
295360,C4294600,16
295360,F5555800,17
295360,F5555900,18
295368,B4000000,1
295368,E4494600,2
295368,E4494600,3
295368,MISC,4
295372,E4464300,1
295372,E4494400,2
295373,F4544400,1
295373,MISC,2
295378,F7557100,1
295380,G6606600,1
295384,E4494100,1
295390,B3000000,1
295390,B3000000,2
295399,G8648600,1
295399,G8648600,2
295419,G7647200,1
295419,G8648600,2
295419,G7607800,3
295420,C4254600,1
295420,C4254600,2
295425,E4464600,1
295433,C4254800,1
295435,F6556900,1
295441,C2200000,1
295441,B4000000,2
295443-1,B3000000,1
295443-1,B3000000,2
295445,B2100000,1
295445,B2100000,2
295445,E4404400,3
295445,E4444700,4
295447,F4504700,1
295452,F6556500,1
295458,E4494200,1
295459,C4244800,1
295463,B3000000,1
295463,B3000000,2
295463,B3000000,3
295463,B3000000,4
295465,G6646400,1
295465,G6656200,2
295468,C4294800,1
295480,F5555600,1
295485,C4254800,1
295485,C4254800,2
295485,C4254800,3
295485,C4254800,4
295485,C4254800,5
295485,C4254800,6
295485,C4254800,7
295485,C4254800,8
295485,C4254800,9
295485,C4254800,10
295485,C4254800,11
295485,C4254800,12
295485,C4254800,13
295485,C4254800,14
295485,C4294000,15
295485,C4294000,16
295493,E4444400,1
295493,E4444400,2
295493,C2200000,3
295493,B2160000,4
295493,B2160000,5
295493,B2160000,6
295493,D4394200,7
295493,C4254200,8
295493,C4294600,9
295493,C4294600,10
295493,C4294900,11
295493,C4294900,12
295493,C4294900,13
295493,C4294900,14
295493,F4544400,15
295493,F4544400,16
295493,F4544400,17
295493,F4544400,18
295493,F4544400,19
295493,F4544400,20
295493,C4294500,21
295493,C4294500,22
295493,C4294500,23
295493,C4294500,24
295493,C4294500,25
295501,E4404801,1
295501,E4404801,2
295501,E4404801,3
295501,E4404801,4
295501,D4304200,5
295501,F4564300,6
295501,C4204901,7
295501,C4204801,8
295501,F4504201,9
295501,F4504201,10
295501,C4244300,11
295501,C4244600,12
295526,E4494901,1
295526,F6556800,2
295526,F6556800,3
295526,G7647400,4
295526,E4404800,5
295526,E4404800,6
295526,E4404800,7
295526,E4404800,8
295538,C4204801,1
295545,B2100000,1
295545,B2100000,2
295545,F5545600,3
295545,B4000000,4
295545,F8508100,5
295545,F8508100,6
295545,E4404400,7
295545,G4604300,8
295545,G4604300,9
295545,C4294300,10
295545,C4294300,11
295545,C4294300,12
295545,C4294300,13
295545,C4294800,14
295545,C4294800,15
295545,C4294800,16
295545,C4294800,17
295545,C4294800,18
295545,C4294800,19
295545,C4294800,20
295545,C4294800,21
295545,C4294800,22
295545,C4294800,23
295545,C4254500,24
295545,C4254500,25
295545,C4294100,26
295545,C4294200,27
295545,C4294200,28
295545,C4294200,29
295581,F4504600,1
295584,C4204100,1
295586,C2200000,1
295592,C4204800,1
295593,C4254900,1
295601,F5545700,1
295602,F4564300,1
295602,F6546300,2
295603,G5655900,1
295605,D8308400,1
295606,C4244900,1
295606,C4204900,2
295606,F4544500,3
295608,A1101501,1
295610,F4544400,1
295612,A1101701,1
295614,G5655900,1
295616,F7557900,1
295618,D4304600,1
295618,D4304600,2
295620,C4294300,1
295620,D8308400,2
295625-1,B3000000,1
295625-1,B3000000,2
295637,C4294700,1
295637,C4294700,2
295645,F8508100,1
295645,F8508100,2
295645-1,B3000000,1
295645-1,B3000000,2
295646,F7547901,1
295658,C4294700,1
295661,G6696800,1
295684,F8558201,1
295684,C4294800,2
295684,C4294800,3
295684,C4294800,4
295684,C4294800,5
295684,C4294800,6
295684,C4294800,7
295684,C4294800,8
295684,C4294800,9
295684,C4294800,10
295684,C4294800,11
295684,C4294800,12
295684,C4294800,13
295684,C4294800,14
295684,C4294800,15
295684,C4294800,16
295684,C4294800,17
295684,C4294800,18
295684,C4294800,19
295684,C4294800,20
295684,C4294800,21
295684,C4294800,22
295684,C4294300,23
295684,C4294300,24
295684,C4294300,25
295686,C4204500,1
295690,D4354300,1
295690,D4354300,2
295690,F5545600,3
295690,C4244700,4
295695,F4564700,1
295695,F4564700,2
295708,G6606600,1
295708,G6606600,2
295712,B2160000,1
295712,B2160000,2
295712,B2160000,3
295712,F5555600,4
295712,C4244800,5
295712,C4244600,6
295712,F4564300,7
295712,F5505700,8
295712,G7657200,9
295715,E5495600,1
295715,E5495600,2
295724,F7507400,1
295724,F7507400,2
295724,C4254903,3
295724,C4254903,4
295731-1,B3000000,1
295731-1,B3000000,2
295731-1,B3000000,3
295731-1,B3000000,4
295738,C4244800,1
295744,F8508400,1
295747,F7507900,1
295750,F5555800,1
295750,F6556400,2
295750,G8698000,3
295750,C4294800,4
295750,C4294800,5
295750,C4294800,6
295750,C4294800,7
295750,C4294800,8
295750,C4294800,9
295750,C4294800,10
295750,C4294800,11
295750,C4294800,12
295750,C4294800,13
295750,C4294800,14
295750,C4294800,15
295750,C4294800,16
295750,C4294800,17
295750,C4294800,18
295750,C4294800,19
295750,C4294800,20
295750,C4294800,21
295750,C4294800,22
295750,C4294800,23
295750,C4254900,24
295750,C4254900,25
295750,C4254100,26
295750,C4254100,27
295750,C4254100,28
295754,G7657800,1
295754,G7657800,2
295754-1,F7557200,1
295754-1,F7557200,2
295755,C4244700,1
295755,F7507400,2
295755,F4564300,3
295758,G6646300,1
295758,C4254300,2
295758,C4254300,3
295758,MISC,4
295760,D4354900,1
295760,D4354900,2
295760,G6646500,3
295760,MISC,4
295763,G7607900,1
295764,D4304700,1
295764,D4304700,2
295765,F5505600,1
295765,MISC,2
295768,F5505600,1
295768,MISC,2
295781,D4394300,1
295781,D4394300,2
295787,F5555600,1
295789,C4244900,1
295789,F4544500,2
295791,C4294600,1
295791,C4294600,2
295797,B3000000,1
295797,B3000000,2
295805,C4244800,1
295805,F5505700,2
295811,C4244800,1
295817,F7507200,1
295817,C4244900,2
295817,C4244900,3
295817,C4244600,4
295817,C4254500,5
295817,C4254500,6
295817,C4254400,7
295817,F4544801,8
295819,E4404900,1
295819,E4404900,2
295819,E4404900,3
295819,E4404900,4
295819,D4304900,5
295819,D4304900,6
295819,F6506100,7
295819,F8508000,8
295819,F8508000,9
295819,D4354400,10
295819,D4354400,11
295819,F4594800,12
295819,F4594800,13
295819,F4594800,14
295819,F4594800,15
295819,F6596700,16
295828,C4294700,1
295828,C4294700,2
295828,C4294700,3
295828,C4294700,4
295828,C4294700,5
295828,C4294700,6
295828,C4294700,7
295828,C4294700,8
295828,C4294700,9
295828,C4294700,10
295828,C4294700,11
295828,C4294700,12
295828,C4294700,13
295828,C4294700,14
295828,C4294700,15
295828,C4294700,16
295828,C4254900,17
295828,C4254900,18
295828,C4254400,19
295828,C4254400,20
295828,C4254400,21
295828,C4294600,22
295828,C4294600,23
295828,C4294600,24
295828,C4294600,25
295828,E4494200,26
295828,F4504800,27
295828,F4504800,28
295828,F4504800,29
295830,B2160000,1
295830,B4000000,2
295830,B4000000,3
295830,C4254500,4
295830,C4254500,5
295830,C4294600,6
295830,C4294600,7
295830,C4294600,8
295830,C4294600,9
295830,F4504900,10
295830,F4504800,11
295831,B3000000,1
295831,B3000000,2
295831,B3000000,3
295831,B3000000,4
295831,B3000000,5
295831,B3000000,6
295831,B3000000,7
295831,B3000000,8
295831,B3000000,9
295831,B3000000,10
295831,B3000000,11
295831,B3000000,12
295831,B3000000,13
295831,B3000000,14
295831,B3000000,15
295831,B3000000,16
295831,B3000000,17
295831,B3000000,18
295831,B3000000,19
295831,B3000000,20
295844,C4244900,1
295844,MISC,2
295847,F8548600,1
295847,F8548600,2
295847,MISC,3
295859,G6646400,1
295870,G8000000,1
295870,G8000000,2
295870,G8000000,3
295870,G8000000,4
295870,F4564300,5
295870,F4564300,6
295870,F4564300,7
295870,F4564100,8
295871-1,F6506300,1
295875,B3150000,1
295875,B3150000,2
295875,B2160000,3
295875,E4444200,4
295875,C4294800,5
295875,C4294800,6
295875,C4294800,7
295875,C4294800,8
295877,C4244800,1
295877,C4244900,2
295877,F4544400,3
295877,F5505700,4
295877,F4544500,5
295877,E4464900,6
295880,F4544900,1
295908,F6596700,1
295911,G6646800,1
295917,C4244600,1
295917,C4244600,2
295917,C4244600,3
295917,C4244600,4
295917,C4244600,5
295917,C4244600,6
295917,C4244600,7
295917,C4244600,8
295917,C4244600,9
295917,C4244600,10
295917,E8408700,11
295917,E8408700,12
295917,C4244800,13
295917,C4244800,14
295917,C4244800,15
295917,C4244800,16
295917,C4204901,17
295917,C4204901,18
295917,C4204901,19
295917,G6646800,20
295917,G6646800,21
295917,C4244300,22
295917,C4244300,23
295917,C4244300,24
295917,C4244300,25
295917,C4244400,26
295917,C4244400,27
295917,C4244500,28
295917,C4244500,29
295917,G6656200,30
295917,G6656200,31
295939,G7657100,1
295952,G6696800,1
295953,C4244900,1
295953,F4544500,2
295957,F6506601,1
295960,F5595801,1
295960,F6506300,2
295960,F4504900,3
295960,F4504900,4
295960,F4504900,5
295960,C4244900,6
295960,C4244900,7
295960,C4254800,8
295960,C4254800,9
295966,F4504900,1
295966,F4504900,2
295966,F4504900,3
295966,F4504900,4
295966,F4504900,5
295966,F4504900,6
295966,E4404700,7
295966,E4404700,8
295966,E4404700,9
295966,E4404700,10
295966,E4404700,11
295966,E4404700,12
295966,E4404800,13
295966,E4404800,14
295981,D8308400,1
295984,D4344200,1
295984,D4344200,2
295984,D4354200,3
295984,D4354200,4
295984,D4304900,5
295984,D4304900,6
295984,F7547300,7
295984,F7547300,8
295984,B3150000,9
295984,B3150000,10
295986,F5505700,1
295999,G4604100,1
295999,G4604100,2
296010,B2100000,1
296010,B2100000,2
296010,B2100000,3
296010,B2100000,4
296010,B3150000,5
296010,B3150000,6
296010,D4394700,7
296010,D4394700,8
296010,F8508100,9
296010,F8508100,10
296016,B2160000,1
296016,B2160000,2
296016,B2160000,3
296016,B4000000,4
296016,B4000000,5
296016,D4394700,6
296016,D4394700,7
296016,D4394700,8
296016,D4394700,9
296016,D4394700,10
296016,D4394700,11
296016,D4394700,12
296016,D4394700,13
296016,F4544400,14
296016,F4504600,15
296016,E4404100,16
296016,E4404800,17
296016,E4404800,18
296018,G6646300,1
296018,G6646300,2
296018,G6646300,3
296027,F7547200,1
296027,F7547200,2
296027,F6506100,3
296027,C4254900,4
296027,C4254900,5
296033,C4244800,1
296034,B2100000,1
296034,B2100000,2
296034,B4000000,3
296034,MISC,4
296043,B2190000,1
296047,F5505600,1
296049,C4244400,1
296054,C4244900,1
296054,C4244800,2
296054,C4244700,3
296055,C4244900,1
296055,C4244800,2
296055,C4244700,3
296062,B2100000,1
296062,B2100000,2
296062,D8308400,3
296062,F6506600,4
296062,F6506600,5
296062,D4394600,6
296062,D4394600,7
296062,C2200000,8
296062,C2200000,9
296062,C2200000,10
296062,B2160000,11
296062,G6606300,12
296062,G6606300,13
296073,C2200000,1
296075,F5555800,1
296075,F6556400,2
296075,F6556500,3
296084,G8648700,1
296085,G6696800,1
296087,B2190000,1
296088,D4354200,1
296088,D4354200,2
296088,D4344700,3
296088,D4394200,4
296088,D4394200,5
296088,D4394200,6
296088,D4394200,7
296088,E4404100,8
296088,C4294900,9
296088,C4294900,10
296088,C4294300,11
296088,C4294700,12
296088,C4294700,13
296088,C4294700,14
296088,C4294700,15
296088,G7607301,16
296088,F8508100,17
296088,F8508100,18
296088,F8508100,19
296088,F8508100,20
296088,F4544700,21
296088,F4544700,22
296088,F4544800,23
296088,F4544800,24
296088,E4404900,25
296088,E4404900,26
296088,E4404900,27
296088,E4404900,28
296088,F5505600,29
296088,B2100000,30
296088,B2100000,31
296088,B3160000,32
296088,B3160000,33
296090,C4294800,1
296090,C4294800,2
296090,C4294800,3
296090,C4294800,4
296090,C4294800,5
296090,C4294800,6
296090,C4294800,7
296090,C4294800,8
296090,C4294800,9
296090,C4294800,10
296090,C4294800,11
296090,C4294800,12
296090,C4294800,13
296090,C4294800,14
296090,C4294800,15
296090,C4294800,16
296090,C4294800,17
296090,C4294800,18
296090,C4294800,19
296090,C4294800,20
296090,C4294800,21
296090,C4294800,22
296091-1,D4394600,1
296091-1,D4394600,2
296091-1,F4544700,3
296091-1,F4544700,4
296091-1,F4544400,5
296091-1,F4544400,6
296096,F7597601,1
296096,F7597601,2
296110,E4404100,1
296111,C4294500,1
296111,C4294500,2
296117,F5505600,1
296118,B3000000,1
296118,B3000000,2
296118,B3000000,3
296118,B3000000,4
296118,D8308400,5
296118,D8308400,6
296122,D8308600,1
296122,F4544300,2
296122,F6506700,3
296122,C4254300,4
296122,C4254300,5
296122,C4254300,6
296122,C4254300,7
296129,F8548100,1
296129,F8548100,2
296129,G6646803,3
296129,G6646803,4
296142,D4354500,1
296143,F4564500,1
296148,F4564500,1
296148,F4564500,2
296153,C4254800,1
296153,C4254800,2
296153,C4254800,3
296153,C4254800,4
296154,E4494500,1
296154,E4494500,2
296154,E4464700,3
296154,E4494800,4
296154,E4494800,5
296154,E4494400,6
296154,E4494400,7
296238,C2200000,1
296238,MISC,2
296240,G7607100,1
296240,MISC,2
296248-1,B4000000,1
296248-1,B4000000,2
296248-1,G4644603,3
296248-1,G4644603,4
296249,C4294300,1
296249,C4294300,2
296249,MISC,3
296320,D4394800,1
296320,D4394800,2
296320,D4304300,3
296320,F7597800,4
296337,C4244800,1
296342,D4354900,1
296349,C4254800,1
296354,B2160000,1
296354,B2160000,2
296354,B2160000,3
296354,F8508400,4
296358,C4204900,1
296358,C4294500,2
296362,C4244700,1
296362,F4564300,2
296366,E4444200,1
296366,E4444200,2
296366,F6596100,3
296366,F6596100,4
296366,E4444000,5
296366,E4444000,6
296366,E4404100,7
296366,E4404900,8
296366,E4404900,9
296366,C2200000,10
296373,C4204901,1
296373,C4204901,2
296373,C4204901,3
296373,C4204901,4
296373,C4204901,5
296373,C4204801,6
296373,C4204801,7
296374,F4504300,1
