CUST_ORDER_ID,LOCATION_ID,LOCATION_RANK
284986,F7557800,1
284986,F7557800,2
284986,F6506800,3
284986,MISC,4
286694-2,E4494800,1
286694-2,E4494800,2
286694-2,E4494800,3
286694-2,E4494800,4
286853-2,F4544701,1
286895,C4244900,1
286895,F4564500,2
286895,E5495700,3
286895,G7607500,4
286895,F8558000,5
286895,F8558000,6
286895,E4444200,7
286895,F4594000,8
286895,F4564800,9
286895,F4564800,10
286908-3,F6546200,1
287038-1,E4444700,1
287038-1,E4444700,2
287038-1,E4444700,3
287038-1,E4444700,4
287038-1,E4444700,5
287038-1,E4444700,6
287046-1,E4464800,1
287046-1,E4464800,2
287072,F4504700,1
287072,F4504700,2
287072,D8308700,3
287072,D8348601,4
287072,E4444700,5
287072,E4444700,6
287072,MISC,7
287078,F4564600,1
287078,F4564600,2
287078,E4464700,3
287078,E4464700,4
287078,E4464700,5
287078,E4464300,6
287078,E4464800,7
287078,E4464800,8
287078,E4464800,9
287078,E4464800,10
287078,F5595800,11
287078,F5595800,12
287078,F5595800,13
287078,E4494500,14
287078,E4494500,15
287078,E4464900,16
287078,E4444900,17
287078,E4444900,18
287078,D4344600,19
287078,E4494801,20
287078,G7607100,21
287078,G7607100,22
287078,G7607100,23
287078,G7607100,24
287078,E4404900,25
287078,E4404900,26
287078,E4404800,27
287078,E4404800,28
287078,F4504400,29
287078,G7607200,30
287078,G7607200,31
287078,G7607200,32
287078,G7607200,33
287078,F7557500,34
287078,F7557500,35
287078,F7557500,36
287078,F7557500,37
287078,D4394400,38
287078,D4394400,39
287078,F4594500,40
287078,F4594500,41
287078,F4594500,42
287078,F4594500,43
287078,F8000000,44
287078,F8000000,45
287078,F8000000,46
287078,F8000000,47
287078,F4544400,48
287078,F4544400,49
287078,B4000000,50
287078,B4000000,51
287078,B4000000,52
287078,B4000000,53
287078,F4594302,54
287078,F4594302,55
287078,F4594302,56
287078,F4594302,57
287078,F4594302,58
287078,F4594302,59
287078,G6646502,60
287078,G6646502,61
287078,G6646502,62
287078,G6646502,63
287078,B4000000,64
287078,B4000000,65
287078,B4000000,66
287078,B4000000,67
287117,F7557800,1
287117,F7557800,2
287117,E8000000,3
287117,E8000000,4
287117,MISC,5
287149,E4494500,1
287149,E4494400,2
287149,E4494900,3
287149,E4494900,4
287149,E4494900,5
287149,E4494900,6
287149,E4494900,7
287149,E4494900,8
287149,E4494900,9
287149,E4494900,10
287149,D4354200,11
287149,D4354200,12
287172,F4544800,1
287172,F4544800,2
287172,F4544800,3
287172,F4544600,4
287172,MISC,5
287176,C4244900,1
287176,C4244900,2
287176,C4244900,3
287176,C4244900,4
287185-1,E4444700,1
287185-1,E4444700,2
287206,F8558700,1
287223-1,E4444500,1
287223-1,E4444500,2
287223-1,E4444500,3
287223-1,E4444500,4
287223-1,E4444500,5
287223-1,E4444500,6
287223-1,E4444500,7
287223-1,E4444500,8
287232,E4444700,1
287240,F6506900,1
287244,F4544400,1
287256,E4464700,1
287257,B4000000,1
287258,D4344200,1
287258,D4344200,2
287262,F4544400,1
287263,D4344000,1
287267,F7507400,1
287267,C4204901,2
287268,E4404600,1
287268,E4404600,2
287274,E4444100,1
287276,C4204501,1
287276,C4244200,2
287276,G8658700,3
287276,G6606900,4
287280,F5545600,1
287280,MISC,2
287289,E4494800,1
287289,E4464700,2
287289,E4464700,3
287289,E4464400,4
287289,E4464400,5
287291,G6606200,1
287291,E4464200,2
287299,G7647200,1
287299,G7647200,2
287299,G7647200,3
287299,C4204900,4
287304,F5555800,1
287304,F6556100,2
287310,F7507400,1
287314-2,E4444700,1
287314-2,E4444700,2
287314-2,E4444700,3
287314-2,E4444700,4
287314-2,E4444700,5
287314-2,E4444700,6
287314-2,E4444700,7
287314-2,E4444700,8
287314-2,E4444700,9
287314-2,E4444700,10
287319,F5555800,1
287319,C4254800,2
287319,C4254800,3
287319,C4254800,4
287319,C4254800,5
287319,C4254400,6
287319,C4254400,7
287319,C4294700,8
287319,C4294700,9
287319,C4294700,10
287319,C4294700,11
287319,C4294700,12
287319,C4294700,13
287319,C4294700,14
287319,C4294700,15
287319,C4294700,16
287319,C4294700,17
287319,C4294700,18
287319,C4294700,19
287319,G6656300,20
287319,G6656300,21
287320,F4544400,1
287320,E4404800,2
287320,E4404800,3
287320,E4404800,4
287320,E4404800,5
287328,C4254500,1
287328,C4254500,2
287330,C4254800,1
287330,C4254800,2
287330,C4254800,3
287330,C4254800,4
287339,F8000000,1
287340,F4564400,1
287343,F6546500,1
287343,F6546500,2
287346,E4444200,1
287349,G7607700,1
287349,G7607700,2
287349,D4304801,3
287349,D4304801,4
287359,F4504900,1
287365,G8608700,1
287376,F8508400,1
287376,F8508400,2
287384-1,E4494800,1
287384-1,E4494800,2
287384-1,E4494800,3
287384-1,E4494800,4
287387-1,E4464800,1
287387-1,E4464800,2
287397,G4644000,1
287397,G4644000,2
287406,E4464201,1
287428,C4294300,1
287428,C4294300,2
287428,C4294300,3
287428,C4294300,4
287428,C4294800,5
287428,C4294800,6
287438,F4564600,1
287438,F4564600,2
287438,F4564600,3
287454,G5605700,1
287454,G5605700,2
287454,E7407302,3
287459,F4564500,1
287460,C4294800,1
287460,C4294800,2
287460,C4294800,3
287460,C4294800,4
287460,C4294900,5
287460,C4294900,6
287460,C4294900,7
287460,C4294900,8
287460,C4294900,9
287460,C4294900,10
287460,C4294900,11
287460,C4294900,12
287460,C4294900,13
287460,C4294900,14
287460,C4294900,15
287460,C4294900,16
287460,C4294900,17
287460,C4294900,18
287460,C4294900,19
287460,C4294900,20
287460,C4294900,21
287460,C4294900,22
287460,C4294900,23
287460,C4294900,24
287460,C4294900,25
287460,C4294900,26
287460,C4294900,27
287460,C4294900,28
287460,C4294900,29
287460,C4294900,30
287460,C4294100,31
287460,C4294100,32
287460,C4294100,33
287460,C4294100,34
287460,D4304600,35
287460,D4304600,36
287460,D4344600,37
287460,F7597600,38
287460,F7597600,39
287460,C4254400,40
287460,C4254400,41
287460,C4254400,42
287460,C4204900,43
287460,C4204900,44
287473,E4494800,1
287473,E4494800,2
287473,E4494800,3
287473,E4494800,4
287473,E4494800,5
287473,E4494800,6
287473,E4494800,7
287473,E4494800,8
287473,E4494800,9
287473,E4494800,10
287473,C4294800,11
287473,C4294800,12
287473,C4294800,13
287473,C4294800,14
287473,C4294800,15
287473,C4294800,16
287473,C4294800,17
287473,C4294800,18
287473,C4294800,19
287473,C4294800,20
287473,C4294800,21
287473,C4294800,22
287473,C4294800,23
287473,C4294800,24
287473,C4294800,25
287473,C4294800,26
287473,C4294800,27
287473,C4294800,28
287473,C4294800,29
287473,C4294800,30
287473,C4294800,31
287473,C4294800,32
287473,C4294800,33
287473,C4294800,34
287475,D4344100,1
287477,C4244900,1
287477,C4244900,2
287477,C4244800,3
287484,D4304600,1
287484,D4304600,2
287491,E4464800,1
287493-1,F5555900,1
287493-1,F5555900,2
287493-1,E4464600,3
287494,G8000000,1
287495-1,D4354300,1
287495-1,D4354300,2
287495-1,D4354300,3
287495-1,D4354300,4
287495-1,D4354300,5
287495-1,D4354300,6
287495-1,D4354300,7
287495-1,D4354300,8
287499-1,E4444700,1
287499-1,E4444700,2
287499-1,E4444700,3
287499-1,E4444700,4
287499-1,E4444700,5
287499-1,E4444700,6
287504-1,E4444700,1
287504-1,E4444700,2
287504-1,E4444700,3
287504-1,E4444700,4
287504-1,E4444700,5
287504-1,E4444700,6
287505-1,E4444700,1
287505-1,E4444700,2
287505-1,E4444700,3
287505-1,E4444700,4
287506,C6000000,1
287506,C6000000,2
287506,C6000000,3
287506,C6000000,4
287506,G8000000,5
287506-1,E4444700,1
287506-1,E4444700,2
287506-1,E4444700,3
287506-1,E4444700,4
287506-1,E4444700,5
287506-1,E4444700,6
287506-1,E4444700,7
287506-1,E4444700,8
287507,F4544800,1
287507,F4544800,2
287507,F4544800,3
287507,F4544800,4
287507,F4544800,5
287507,F4594000,6
287507,F4594000,7
287507,F4594000,8
287507,G8000000,9
287508-1,E4444700,1
287508-1,E4444700,2
287508-1,E4444700,3
287508-1,E4444700,4
287508-1,E4444700,5
287508-1,E4444700,6
287509-1,E4444700,1
287509-1,E4444700,2
287509-1,E4444700,3
287509-1,E4444700,4
287509-1,E4444700,5
287509-1,E4444700,6
287510,B2120000,1
287510,B2120000,2
287510,B2120000,3
287510,B2120000,4
287510,B2120000,5
287510,B2120000,6
287510,C6000000,7
287510,C6000000,8
287510,C6000000,9
287510,E4444800,10
287510,B3180000,11
287510,B3180000,12
287510-1,E4444700,1
287510-1,E4444700,2
287510-1,E4444700,3
287510-1,E4444700,4
287510-1,E4444700,5
287510-1,E4444700,6
287511,C4294700,1
287511,C4294700,2
287528,C4294300,1
287528,C4294300,2
287528,C4294300,3
287528,C4294300,4
287528,C4294100,5
287528,C4294100,6
287528,F5505700,7
287529,F4564600,1
287531,G4604800,1
287531,G4604800,2
287531,G7647600,3
287531,G7647600,4
287531,G7647600,5
287531,G7647600,6
287533,E4464700,1
287533,E4464700,2
287535,E4444800,1
287535,E4444800,2
287535,E4444800,3
287535,C4254800,4
287535,C4254800,5
287535,C4254800,6
287535,C4254800,7
287535,C4254800,8
287535,C4254800,9
287535,C4254800,10
287535,C4254800,11
287536,E4464700,1
287536,E4464700,2
287536,E4464600,3
287536,C4294700,4
287536,F4504000,5
287536,F4504000,6
287536-1,E4444500,1
287538,G8000000,1
287538,G8000000,2
287539,B4000000,1
287539,C4254600,2
287539,C4254600,3
287539,C4254600,4
287539,C4254600,5
287539,D4344100,6
287539,C4254800,7
287539,C4254800,8
287539,C4254800,9
287539,C4254800,10
287539,C4254800,11
287539,C4254800,12
287540,C4294700,1
287540,C4294700,2
287540,C4294700,3
287540,C4294700,4
287540,C4294700,5
287540,C4294700,6
287540,C4294700,7
287540,C4294700,8
287540,C4294700,9
287540,C4294700,10
287540,C4294700,11
287540,C4294700,12
287540,C4294700,13
287540,C4294700,14
287540,C4294700,15
287540,C4294700,16
287540,C4294700,17
287540,C4294700,18
287540,C4294300,19
287540,C4294300,20
287540,C4294300,21
287540,C4294300,22
287540,C4294300,23
287540,C4294300,24
287543,F5555700,1
287544,F4564500,1
287544,F4564500,2
287544,F4564500,3
287544-1,E4444700,1
287544-1,E4444700,2
287544-1,E4444700,3
287544-1,E4444700,4
287544-1,E4444700,5
287544-1,E4444700,6
287547,E4444700,1
287547,E4444700,2
287552,C4254600,1
287552,C4254600,2
287552,E4464300,3
287552,E4464300,4
287552,F4504000,5
287552,F4504000,6
287568,E4494400,1
287568,E4494400,2
287568,E4494400,3
287568,E4494400,4
287568,E4494400,5
287568,E4494400,6
287568,E4494400,7
287568,E4494400,8
287577,D4304500,1
287577,D4304500,2
287577,G8608600,3
287586,C4294500,1
287586,C4294500,2
287586,C4294500,3
287586,C4294500,4
287595,F4564000,1
287595,F4564000,2
287600,E4494500,1
287600,E4494900,2
287600,E4494900,3
287600,E4494400,4
287600,E4494400,5
287604,B4000000,1
287604,B4000000,2
287604,B4000000,3
287604,B4000000,4
287604,D8000000,5
287611,E4444100,1
287611,C4254500,2
287611,C4254500,3
287614,F8508000,1
287619,C4244700,1
287621,F4564000,1
287621,E4404900,2
287621,E4404900,3
287621,C4294800,4
287621,C4294800,5
287636,E4494200,1
287636,E4494200,2
287636,E4494200,3
287636,E4494200,4
287645,C4294300,1
287645,C4294300,2
287645,C4294200,3
287646,E4404500,1
287647,F4564600,1
287647,E4464700,2
287647,E4464700,3
287647,E4464700,4
287650,C4244600,1
287650,C4294800,2
287650,C4294800,3
287652,C4254100,1
287652,C4254100,2
287653,G8648200,1
287657,F4564600,1
287657,F4564600,2
287659,C4244900,1
287659,C4204901,2
287668,G7657901,1
287675,E4464600,1
287675,F6556900,2
287675,F6556900,3
287675,C4254200,4
287675,C4254200,5
287683,E4494800,1
287683,E4494800,2
287683,E4494800,3
287683,E4494800,4
287683,E4494800,5
287683,E4494800,6
287683,E4494800,7
287687,G6646100,1
287687,G8000000,2
287687,E4404800,3
287687,E4404800,4
287687,E4404100,5
287687,E4404100,6
287687-1,D4344300,1
287687-1,D4344300,2
287691,F7597300,1
287691,F7597300,2
287691,C4294600,3
287691,C4294700,4
287691,C4294700,5
287691,C4294700,6
287691,C4294700,7
287691,C4294700,8
287691,C4294700,9
287691,C4294700,10
287691,C4294700,11
287691,C4294700,12
287691,C4294700,13
287691,C4294700,14
287691,C4294700,15
287691,C4294700,16
287691,C4294700,17
287691,C4294700,18
287691,C4294700,19
287691,C4294800,20
287691,C4294800,21
287691,C4294800,22
287691,C4294800,23
287691,C4294800,24
287691,C4294800,25
287691,C4294800,26
287691,C4294800,27
287691,C4294800,28
287691,C4294800,29
287691,C4294800,30
287691,C4294800,31
287691,C4294800,32
287691,C4294800,33
287691,C4294300,34
287691,C4294300,35
287691,C4294300,36
287691,C4294300,37
287691,F5555800,38
287691,F5555800,39
287691,F5555800,40
287691,F5555800,41
287691,F5555800,42
287691,F5555800,43
287691,F5555800,44
287691,F5555800,45
287691,F5555700,46
287691,F5555700,47
287691,F5555700,48
287691,F5555700,49
287691,F5555700,50
287691,F5555700,51
287691,F5555700,52
287691,F5555700,53
287693,F7547502,1
287708,F7507400,1
287710,E4494900,1
287710,E4494900,2
287710,E4494900,3
287710,E4494900,4
287710,E4444500,5
287710,E4494400,6
287710,E4494400,7
287710,E4494400,8
287710,E4494400,9
287710,F4544500,10
287711,E4464600,1
287711,F4564600,2
287711,F4564600,3
287711,F4564800,4
287711,C4294800,5
287711,C4294800,6
287711,C4294800,7
287711,C4294800,8
287711,C4294800,9
287711,C4294800,10
287711,C4294800,11
287711,C4294800,12
287711,C4294800,13
287711,C4294800,14
287711,C4294800,15
287711,C4294800,16
287713,G5655900,1
287716,C4294300,1
287716,C4294300,2
287716,C4294300,3
287716,C4294300,4
287716,C4294300,5
287716,C4294500,6
287716,C4294500,7
287716,C4294500,8
287716,C4294500,9
287716,C4294500,10
287716,C4294800,11
287716,C4294800,12
287716,C4294800,13
287716,C4294800,14
287716,C4294800,15
287716,C4294800,16
287716,C4294600,17
287718,F6556900,1
287718,F6556900,2
287735-1,C4294100,1
287735-1,C4294100,2
287735-1,F6556100,3
287735-1,F6556100,4
287735-1,F6556100,5
287735-1,F5555800,6
287735-1,F5555800,7
287735-1,F5555800,8
287735-1,F5555800,9
287735-1,F5555800,10
287735-1,C4254300,11
287735-1,C4254300,12
287735-1,C4254300,13
287735-1,C4254300,14
287735-1,C4254300,15
287735-1,C4254300,16
287735-1,C4254300,17
287735-1,C4254300,18
287735-1,C4254300,19
287735-1,C4254300,20
287735-1,C4254000,21
287735-1,C4254000,22
287735-1,C4254000,23
287735-1,C4254000,24
287748,D4304800,1
287748,D4304800,2
287748,D4304100,3
287748,E4404700,4
287748,E4404700,5
287748,F6546400,6
287763,C4294800,1
287763,C4294800,2
287763,C4294800,3
287763,C4294800,4
287763,C4294800,5
287763,C4294800,6
287763,C4294800,7
287763,C4294800,8
287763,C4294800,9
287763,C4294800,10
287763,C4294800,11
287763,C4294800,12
287763,C4294800,13
287763,C4294800,14
287763,C4294800,15
287763,C4294800,16
287763,C4294800,17
287763,C4294800,18
287763,C4294800,19
287763,C4294800,20
287763,C4294800,21
287763,C4294800,22
287763,C4294800,23
287763,C4294800,24
287763,C4294800,25
287763,C4294800,26
287763,F6546900,27
287763,F4504600,28
287764,E4494900,1
287764,E4494900,2
287764,E4494900,3
287764,E4494900,4
287764,E4494900,5
287764,E4494900,6
287764,E4494400,7
287764,E4494400,8
287764,E4494400,9
287764,E4494400,10
287764,E4494400,11
287764,E4494400,12
287764,D4354300,13
287764,F4544500,14
287771,F4564600,1
287775,D4354600,1
287775,D4354600,2
287775,D4344600,3
287777,G5645900,1
287784,E4444400,1
287784,E4444400,2
287784,G4604800,3
287784,G4604800,4
287784,G4604800,5
287784,F5555700,6
287784,F5555700,7
287784,F5555700,8
287784,F5555700,9
287784,F5555700,10
287788,F7597600,1
287790,C4244800,1
287807,C4244700,1
287812,C4244900,1
287815,F4564600,1
287815,F4564600,2
287815,E4464600,3
287815,E4494500,4
287815,E4464700,5
287815,E4464800,6
287837,D4304900,1
287837,D4304900,2
287846,G8608500,1
287849,C4204900,1
287979,F8558700,1
287979,F8558700,2
287979,F8558700,3
287979,F8558700,4
287979,F8558700,5
287984,E4494900,1
287984,E4494900,2
287984,E4494900,3
287984,E4494900,4
287984,F7557600,5
287984,F4544500,6
287986,F6506500,1
287987,F4544900,1
288019,E4404900,1
288019,E4404900,2
288019,G7607100,3
288019,G7607100,4
288019,G7607100,5
288019,G7607100,6
288021,C4244900,1
288025,D4304900,1
288025,D4304900,2
288025,C4294300,3
288025,C4294300,4
288026,C4244600,1
288027,F6546100,1
288027,G8648000,2
288027,G8648000,3
288031,C4294600,1
288031,C4294800,2
288031,C4294800,3
288031,C4294800,4
288031,C4294800,5
288031,C4294800,6
288031,C4294800,7
288031,C4294800,8
288031,C4294800,9
288031,C4294800,10
288031,C4294800,11
288031,C4294800,12
288031,C4294800,13
288031,C4294800,14
288031,C4294800,15
288031,C4294800,16
288031,C4294800,17
288031,C4294800,18
288031,C4294800,19
288039,G8000000,1
288040,C4294800,1
288040,C4294800,2
288040,C4294800,3
288040,C4294800,4
288040,C4294800,5
288040,C4294800,6
288041,C4244500,1
288045,C4244800,1
288045,C4244600,2
288048,C4244300,1
288048,C4244300,2
288048,C4244901,3
288048,C4204801,4
288048,C4204801,5
288048,C4204801,6
288051,F6506500,1
288055,F5555700,1
288057,D4304801,1
288060,G7657500,1
288062,D4304801,1
288063,C4244300,1
288063,C4244600,2
288065,C4294500,1
288066,F4564900,1
288068,E4444100,1
288075,F7547900,1
288075,F7547900,2
288075,G7607100,3
288075,G7607100,4
288075,B4000000,5
288075,B4000000,6
288075,C4294800,7
288075,C4294800,8
288075,C4294800,9
288075,C4294800,10
288075,C4294800,11
288075,C4294800,12
288075,C4294800,13
288075,C4254000,14
288075,C4254000,15
288076,F7547900,1
288076,F7547900,2
288076,B4000000,3
288076,B4000000,4
288076,G7607100,5
288076,G7607100,6
288125,G6606900,1
288125,C4204900,2
288125,E4444600,3
288125,E4444600,4
288125,E4444500,5
288125,B4000000,6
288125,B4000000,7
288133,F5545900,1
288145,E4494400,1
288145,F7547200,2
288145,F4544500,3
288148,B4000000,1
288148,C4254800,2
288148,C4254800,3
288156,C4244800,1
288165,C4244800,1
288165,C4244800,2
288165,C4294700,3
288165,C4294700,4
288165,C4294700,5
288165,C4294700,6
288165,C4294700,7
288165,C4294700,8
288165,C4294700,9
288165,C4294700,10
288165,C4294700,11
288165,C4294700,12
288165,E4444100,13
288165,E4444100,14
288165,E4444100,15
288169-1,E4444700,1
288169-1,E4444700,2
288169-1,E4444700,3
288169-1,E4444700,4
288188,E4444600,1
288188,E4444600,2
288188,E4444500,3
288188,B4000000,4
288188,C4294800,5
288188,C4294800,6
288188,C4294800,7
288188,C4294800,8
288190,E4444700,1
288190,E4444700,2
288194,G6606200,1
288194,G6606200,2
288196,F6556900,1
288196,F6556900,2
288196,F6556900,3
288196,F6556900,4
288196,F6556900,5
288196,F6556900,6
288199,C4294800,1
288199,C4294800,2
288199,C4294800,3
288199,C4294800,4
288209,C4244700,1
288211,D4304801,1
288212,E6406900,1
288212,E6406900,2
288212,E6406900,3
288214,D8348502,1
288215,B4000000,1
288215,B4000000,2
288217,B4000000,1
288217,F8000000,2
288217,D8000000,3
288219,F5555700,1
288219,F7597300,2
288219,C4254800,3
288219,C4254800,4
288219,C4254800,5
288219,C4254800,6
288219,C4254800,7
288219,C4254900,8
288219,C4254900,9
288220,D4344100,1
288221-1,C4244700,1
288221-1,C4244700,2
288227,E4494400,1
288230,G6696800,1
288230,G6696800,2
288230,D4344700,3
288231,C4294700,1
288231,C4294700,2
288231,E4464800,3
288232,C4244600,1
288232,C4204901,2
288236,B4000000,1
288236,B4000000,2
288236,F8000000,3
288238,F4544400,1
288238,F6546900,2
288238,D4354200,3
288238,C4294800,4
288238,C4294800,5
288238,F5555700,6
288247,G6606900,1
288247,G6606900,2
288247,G8000000,3
288247,G8000000,4
288247,C4204800,5
288263,C4244600,1
288266,E4464800,1
288266,E4464800,2
288266,E4464300,3
288277,G6656501,1
288284,F7557601,1
288284,F7557601,2
288284,F7557601,3
288284,F5555700,4
288286,F4504400,1
288289,E4444500,1
288289,E4444700,2
288289,E4444700,3
288290,D4304900,1
288290,D4304900,2
288291,D8348502,1
288297,B4000000,1
288297,B4000000,2
288297,F7557800,3
288297,F7557800,4
288297,F4544600,5
288297,F4544600,6
288297,F4544600,7
288298,G6656400,1
288298,G8608500,2
288299,B4000000,1
288301,E4444500,1
288302,D4354600,1
288302,D4354600,2
288302,D4344200,3
288302,C4254800,4
288302,C4254800,5
288309,C4244700,1
288318,F8508000,1
288320,G5645900,1
288321,F8548100,1
288321,F8548100,2
288321,F8548100,3
288321,F8548100,4
288321,F8548100,5
288322,F6546100,1
288322,F6546100,2
288322,F6546100,3
288322,C4254800,4
288322,C4254800,5
288330,E4464800,1
288330,E4464600,2
288330,E4464600,3
288330,C4244201,4
288330,C4244700,5
288338,B4000000,1
288342,C4244600,1
288348,E4444200,1
288348,E4444200,2
288348,C4254400,3
288348,C4254400,4
288348,C4254400,5
288348,C4294700,6
288348,C4294700,7
288349,C4254900,1
288349,C4254900,2
288349,C4254800,3
288349,C4254800,4
288349,C4254800,5
288349,C4254800,6
288350,F5555700,1
288350,F5555800,2
288351,D4344200,1
288355,B4000000,1
288355,F8000000,2
288359,G8648200,1
288363,F4564900,1
288366,C4244800,1
288374,C4254500,1
288374,C4254500,2
288374,C4254500,3
288374,C4254500,4
288378,C4244700,1
288379,G7607600,1
288379,G7607600,2
288379,F6546200,3
288385,F5505700,1
288397,F7547200,1
288397,F4564401,2
288397,E4494200,3
288397,E4494400,4
288397-1,E4494700,1
288397-1,E4494700,2
288397-1,E4494700,3
288397-1,E4494700,4
288397-1,E4494700,5
288397-1,E4494700,6
288408,E4444700,1
288408,E4444700,2
288408,E4444700,3
288408,E4444700,4
288408,E4444700,5
288408,E4444700,6
288436,C4294100,1
288436,C4294100,2
288436,C4294600,3
288447,F8000000,1
288447,B4000000,2
288447,B4000000,3
288447,D8000000,4
288448,F8000000,1
288448,B4000000,2
288448,B4000000,3
288448,D4304700,4
288448,D4304700,5
288469,F4544500,1
288484,C4204100,1
288500,B2120000,1
288500,B2120000,2
288500,B2120000,3
288500,B2120000,4
288500,B4000000,5
288511,C4254500,1
288511,C4254500,2
288511,C4254500,3
288511,C4254500,4
288511,C4254500,5
288511,C4254500,6
288511,C4254500,7
288511,C4254500,8
288511,C4294000,9
288511,C4294000,10
288511,F5555800,11
288541,E4494700,1
288541,F4504400,2
288541,E4494400,3
288541,E4494200,4
288541,E4464700,5
288541-1,E4494900,1
288541-1,E4494900,2
288541-1,E4494900,3
288541-1,E4494900,4
288541-1,E4494900,5
288541-1,E4494900,6
288541-1,E4494900,7
288541-1,E4494900,8
288541-1,E4494900,9
288541-1,E4494900,10
288544,E4494000,1
288546,F4564900,1
288546,F4564900,2
288547,C4254100,1
288549-1,E4494700,1
288549-1,E4494700,2
288555,F8000000,1
288555,B4000000,2
288555,D8000000,3
288555-1,F7557800,1
288555-1,G6656800,2
288556,C4294600,1
288556,C4294600,2
288556,C4294600,3
288556,C4294600,4
288556,C4294600,5
288556,C4294600,6
288556,C4294800,7
288556,C4294800,8
288562,F4504600,1
288562,F4504600,2
288564-1,E4444700,1
288564-1,E4444700,2
288564-1,E4444700,3
288564-1,E4444700,4
288570,E4494900,1
288570,E4494700,2
288570,E4494700,3
288570,E4494700,4
288570,E4494700,5
288570,E4494400,6
288570,G6606600,7
288581,C4244800,1
288586,F4564700,1
288586,F4564700,2
288586,F4564700,3
288586,F4564700,4
288586,F4564600,5
288586,F4564600,6
288586,F4564600,7
288586,F4564600,8
288586,E4464300,9
288586,E4464300,10
288586,F4564800,11
288586,F4564800,12
288586,F4564800,13
288586,F4564800,14
288586,F4564800,15
288586,F4564800,16
288586,G8608601,17
288586,G8608601,18
288586,G8608601,19
288586,G8608601,20
288598,A2102102,1
288603,C4244700,1
288607,F4544800,1
288607,E4444700,2
288607,E4444700,3
288609,E4444600,1
288609,F7557500,2
288612,F7557800,1
288612,F7557800,2
288612,F8508000,3
288612,F8508000,4
288612,MISC,5
288617,C4294900,1
288617,C4294900,2
288617,MISC,3
288623,F4564600,1
288623,F4564600,2
288623,MISC,3
288650,D4394900,1
288650,D4394900,2
288652,C4254800,1
288652,C4254800,2
288652,C4254800,3
288652,C4254800,4
288655,C4204900,1
288655,C4254500,2
288655,C4254500,3
288655,C4254500,4
288655,C4254500,5
288655,F5555700,6
288655,F7557900,7
288659,G7657800,1
288661,F8508000,1
288661,F8508000,2
288661,F8508000,3
288661,F8508000,4
288661,F8508000,5
288661,F8508000,6
288661,F8508000,7
288661,F8508000,8
288662,C4244600,1
288662,D8000000,2
288664,C4254500,1
288667,F4564600,1
288677,F4544200,1
288677,B3000000,2
288677,B3000000,3
288706,E4404500,1
288706,E4404500,2
288706,MISC,3
288726,F8508100,1
288726,F8508100,2
288742,E4464800,1
288742,E4444600,2
288742,B4000000,3
288760,E4464800,1
288760,E4464800,2
288760,C4244900,3
288763,C4294800,1
288763,C4294800,2
288763,C4294800,3
288763,C4294800,4
288763,C4294800,5
288763,C4294800,6
288763,C4294800,7
288763,C4294800,8
288766,F4504800,1
288766,F4504800,2
288766,F4504800,3
288766,E4444500,4
288766,C4294800,5
288766,C4294800,6
288766,C4294300,7
288766,C4294300,8
288766,C4254800,9
288766,C4254800,10
288766,C4254800,11
288766,C4254800,12
288766,C4294100,13
288766,C4294100,14
288766,C4254600,15
288766,C4254600,16
288774,G4604600,1
288774,G4604600,2
288774,F7557500,3
288777,C4254800,1
288777,C4254800,2
288777,C4254800,3
288777,C4254800,4
288777,C4254800,5
288777,C4254800,6
288777,C4254800,7
288777,C4254800,8
288777,C4254800,9
288777,C4254800,10
288777,C4254800,11
288777,C4254800,12
288777,C4254800,13
288777,C4254800,14
288777,C4294600,15
288777,C4294600,16
288777,C4244800,17
288781,E4404800,1
288781,E4404800,2
288781,D4304500,3
288781,D4304500,4
288785,C4254800,1
288785,C4254800,2
288785,C4254800,3
288785,C4254800,4
288785,C4294600,5
288785,C4294600,6
288790,C4294700,1
288790,C4294700,2
288790,C4294700,3
288790,C4294700,4
288790,C4254500,5
288790,C4254500,6
288790,C4254600,7
288790,C4254400,8
288790,C4254000,9
288790,C4254000,10
288790,C4254000,11
288795,E4464200,1
288807,F4544800,1
288814,F4564600,1
288814,F4564600,2
288823,C4254800,1
288823,C4254800,2
288823,C4254800,3
288823,C4254800,4
288823,C4254800,5
288823,C4254800,6
288823,C4254800,7
288823,C4254800,8
288823,C4254800,9
288823,C4254800,10
288823,C4254800,11
288823,C4254800,12
288928,E4444200,1
288936,E4444700,1
288936,E4444700,2
288998,C4294500,1
288998,C4294500,2
288998,C4294500,3
288998,C4294500,4
289002,F7557500,1
289002,D8308601,2
289002,D8308601,3
289002,D8308601,4
289002,D8308601,5
289003,B4000000,1
289009,F4544300,1
289009,F4544300,2
289009,F6546100,3
289009,F5595600,4
289009,F5595600,5
289014,G7647600,1
289014,G7647600,2
289014,G7647600,3
289014,F7597500,4
289014,F5555700,5
289016,C4244500,1
289017,D4304001,1
289017,D4304001,2
289017,C4204901,3
289018,E4464800,1
289018,F7557500,2
289018,F7557500,3
289041,A2102600,1
289057-1,E4444600,1
289057-1,E4444600,2
289130,C4294800,1
289134,D8398100,1
289135,F4544800,1
289139,C4254600,1
289144,F8508000,1
289144,F8508000,2
289157,C4254800,1
289157,C4254800,2
289157,C4254400,3
289157,C4254400,4
289157,C4254400,5
289162,D4354900,1
289170,C4254800,1
