CUST_ORDER_ID,LOCATION_ID,PART_ID,TYPE,QTY,TRANSACTION_DATE,CREATE_DATE,USER_ID,PICK_HOUR,DAY_OF_WEEK,ZONE,AISLE_BIN,ORDER_SIZE,TOTAL_ORDER_QTY,PREV_LOCATION,NEXT_LOCATION,SECONDS_SINCE_LAST_PICK,LOCATION_RANK
017945,E7000000,1030076005,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:17:13.183,JUDER,14,3,E,7000000,4205,16646.00000000,D8308001,E7000000,581,1
017945,E7000000,1030076007,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:18:21.473,JUDER,14,3,E,7000000,4205,16646.00000000,E7000000,D4000000,68,2
017945,D4000000,1083341001,O,1.00000000,2009-05-12 00:00:00.000,2009-05-12 14:20:22.633,JUDER,14,3,D,4000000,4205,16646.00000000,E7000000,D4000000,121,3
017945,D4000000,1083321001,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:21:41.690,JUDER,14,3,D,4000000,4205,16646.00000000,D4000000,E5000000,79,4
017945,E5000000,1030006005,O,4.00000000,2009-05-12 00:00:00.000,2009-05-12 14:24:53.777,JUDER,14,3,E,5000000,4205,16646.00000000,D4000000,E5000000,192,5
017945,E5000000,1030006007,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:26:50.390,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,117,6
017945,E5000000,1030016005,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:27:24.290,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,34,7
017945,E5000000,1030016007,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:28:09.040,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,45,8
017945,E5000000,1310273001,O,8.00000000,2009-05-12 00:00:00.000,2009-05-12 14:29:10.073,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,61,9
017945,E5000000,1310273009,O,8.00000000,2009-05-12 00:00:00.000,2009-05-12 14:30:42.663,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,92,10
017945,E5000000,1310373001,O,10.00000000,2009-05-12 00:00:00.000,2009-05-12 14:37:06.097,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,384,11
017945,E5000000,1310373009,O,4.00000000,2009-05-12 00:00:00.000,2009-05-12 14:38:36.873,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,90,12
017945,E5000000,1310473001,O,6.00000000,2009-05-12 00:00:00.000,2009-05-12 14:39:47.247,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,E5000000,71,13
017945,E5000000,1310473051,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:41:14.553,JUDER,14,3,E,5000000,4205,16646.00000000,E5000000,F7000000,87,14
017945,F7000000,1319081032,O,4.00000000,2009-05-12 00:00:00.000,2009-05-12 14:44:05.340,JUDER,14,3,F,7000000,4205,16646.00000000,E5000000,F7000000,171,15
017945,F7000000,1319081031,O,3.00000000,2009-05-12 00:00:00.000,2009-05-12 14:45:55.077,JUDER,14,3,F,7000000,4205,16646.00000000,F7000000,D8358700,110,16
017945,D8358700,1097162009,O,4.00000000,2009-05-12 00:00:00.000,2009-05-12 14:48:52.327,JUDER,14,3,D,8358700,4205,16646.00000000,F7000000,F4000000,177,17
017945,F4000000,1050105057,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 14:56:04.790,JUDER,14,3,F,4000000,4205,16646.00000000,D8358700,F5000000,432,18
017945,F5000000,1055495051,O,1.00000000,2009-05-12 00:00:00.000,2009-05-12 14:56:39.360,JUDER,14,3,F,5000000,4205,16646.00000000,F4000000,C4000000,35,19
017945,C4000000,1097062009,O,4.00000000,2009-05-12 00:00:00.000,2009-05-12 15:00:05.037,JUDER,15,3,C,4000000,4205,16646.00000000,F5000000,D4000000,206,20
017945,D4000000,1097062059,O,4.00000000,2009-05-12 00:00:00.000,2009-05-12 15:00:43.563,JUDER,15,3,D,4000000,4205,16646.00000000,C4000000,F5000000,38,21
017945,F5000000,1055695057,O,1.00000000,2009-05-12 00:00:00.000,2009-05-12 15:04:37.603,JUDER,15,3,F,5000000,4205,16646.00000000,D4000000,D6000000,234,22
017945,D6000000,1040021101,O,2.00000000,2009-05-12 00:00:00.000,2009-05-12 15:10:22.753,JUDER,15,3,D,6000000,4205,16646.00000000,F5000000,E8448600,345,23
017945,E8448600,1990000022,O,1.00000000,2009-05-12 00:00:00.000,2009-05-12 15:18:18.417,JUDER,15,3,E,8448600,4205,16646.00000000,D6000000,D4000000,476,24
017903,D4000000,1019113101,O,1.00000000,2009-05-13 00:00:00.000,2009-05-13 14:08:16.227,JUDER,14,4,D,4000000,4205,16646.00000000,E8448600,C4000000,82198,1
017903,C4000000,1030076001,O,4.00000000,2009-05-13 00:00:00.000,2009-05-13 14:11:21.340,JUDER,14,4,C,4000000,4205,16646.00000000,D4000000,E4000000,185,2
017903,E4000000,1083311001,O,2.00000000,2009-05-13 00:00:00.000,2009-05-13 14:12:03.037,JUDER,14,4,E,4000000,4205,16646.00000000,C4000000,E4000000,42,3
017903,E4000000,1081084001,O,1.00000000,2009-05-13 00:00:00.000,2009-05-13 14:13:14.920,JUDER,14,4,E,4000000,4205,16646.00000000,E4000000,D5000000,71,4
017903,D5000000,1087101001,O,1.00000000,2009-05-13 00:00:00.000,2009-05-13 14:14:17.650,JUDER,14,4,D,5000000,4205,16646.00000000,E4000000,D6000000,63,5
017903,D6000000,1030016001,O,2.00000000,2009-05-13 00:00:00.000,2009-05-13 14:15:33.667,JUDER,14,4,D,6000000,4205,16646.00000000,D5000000,E5000000,76,6
017903,E5000000,1310173001,O,4.00000000,2009-05-13 00:00:00.000,2009-05-13 14:17:04.913,JUDER,14,4,E,5000000,4205,16646.00000000,D6000000,C4000000,91,7
017903,C4000000,1097062009,O,8.00000000,2009-05-13 00:00:00.000,2009-05-13 14:18:24.400,JUDER,14,4,C,4000000,4205,16646.00000000,E5000000,D7000000,80,8
017903,D7000000,1010333101,O,2.00000000,2009-05-13 00:00:00.000,2009-05-13 14:20:08.493,JUDER,14,4,D,7000000,4205,16646.00000000,C4000000,D7347801,104,9
017903,D7347801,1015113101,O,2.00000000,2009-05-13 00:00:00.000,2009-05-13 14:21:20.823,JUDER,14,4,D,7347801,4205,16646.00000000,D7000000,B4000000,72,10
017903,B4000000,1050105051,O,2.00000000,2009-05-13 00:00:00.000,2009-05-13 14:29:41.733,JUDER,14,4,B,4000000,4205,16646.00000000,D7347801,F4000000,501,11
017903,F4000000,1088121051,O,1.00000000,2009-05-13 00:00:00.000,2009-05-13 14:34:45.923,JUDER,14,4,F,4000000,4205,16646.00000000,B4000000,D8358900,304,12
017903,D8358900,1097082009,O,4.00000000,2009-05-13 00:00:00.000,2009-05-13 14:37:05.207,JUDER,14,4,D,8358900,4205,16646.00000000,F4000000,F5000000,140,13
017786,F5000000,1055595057,O,1.00000000,2009-05-13 00:00:00.000,2009-05-13 15:23:23.210,JUDER,15,4,F,5000000,4205,16646.00000000,D8358900,D4000000,2778,1
018078,D4000000,1019113101,O,6.00000000,2009-05-14 00:00:00.000,2009-05-14 14:13:47.343,JUDER,14,5,D,4000000,4205,16646.00000000,F5000000,C4000000,82224,1
018078,C4000000,1030096001,O,2.00000000,2009-05-14 00:00:00.000,2009-05-14 14:15:26.853,JUDER,14,5,C,4000000,4205,16646.00000000,D4000000,B4000000,99,2
018078,B4000000,1030116001,O,2.00000000,2009-05-14 00:00:00.000,2009-05-14 14:15:39.907,JUDER,14,5,B,4000000,4205,16646.00000000,C4000000,D5000000,13,3
018078,D5000000,1035196101,O,1.00000000,2009-05-14 00:00:00.000,2009-05-14 14:15:53.333,JUDER,14,5,D,5000000,4205,16646.00000000,B4000000,D5000000,14,4
018078,D5000000,1035296101,O,1.00000000,2009-05-14 00:00:00.000,2009-05-14 14:16:05.477,JUDER,14,5,D,5000000,4205,16646.00000000,D5000000,F6000000,12,5
018078,F6000000,1035296107,O,1.00000000,2009-05-14 00:00:00.000,2009-05-14 14:16:19.700,JUDER,14,5,F,6000000,4205,16646.00000000,D5000000,D4000000,14,6
018078,D4000000,1083341001,O,1.00000000,2009-05-14 00:00:00.000,2009-05-14 14:16:29.740,JUDER,14,5,D,4000000,4205,16646.00000000,F6000000,G8648600,10,7
018078,G8648600,1613292001,O,2.00000000,2009-05-14 00:00:00.000,2009-05-14 14:16:47.900,JUDER,14,5,G,8648600,4205,16646.00000000,D4000000,G7647901,18,8
018078,G7647901,1612301001,O,2.00000000,2009-05-14 00:00:00.000,2009-05-14 14:17:04.167,JUDER,14,5,G,7647901,4205,16646.00000000,G8648600,D7357900,17,9
018078,D7357900,1912061001,O,6.00000000,2009-05-14 00:00:00.000,2009-05-14 14:17:11.870,JUDER,14,5,D,7357900,4205,16646.00000000,G7647901,D6000000,7,10
018236,D6000000,1030006001,O,6.00000000,2009-05-14 00:00:00.000,2009-05-14 14:59:20.643,JUDER,14,5,D,6000000,4205,16646.00000000,D7357900,D4000000,2529,1
017549,D4000000,1019113101,O,2.00000000,2009-05-14 00:00:00.000,2009-05-14 15:44:38.010,JUDER,15,5,D,4000000,4205,16646.00000000,D6000000,B5000000,2718,1
017549,B5000000,1019073101,O,2.00000000,2009-05-14 00:00:00.000,2009-05-14 15:45:05.463,JUDER,15,5,B,5000000,4205,16646.00000000,D4000000,F4000000,27,2
017549,F4000000,1050065057,O,2.00000000,2009-05-14 00:00:00.000,2009-05-14 15:45:21.590,JUDER,15,5,F,4000000,4205,16646.00000000,B5000000,C4000000,16,3
018246,C4000000,1030096001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 10:48:18.940,JUDER,10,6,C,4000000,4205,16646.00000000,F4000000,D4000000,68577,1
018246,D4000000,1083321001,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 11:11:42.037,JUDER,11,6,D,4000000,4205,16646.00000000,C4000000,D4000000,1404,2
018246,D4000000,1081104001,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 11:13:22.197,JUDER,11,6,D,4000000,4205,16646.00000000,D4000000,E4000000,100,3
018246,E4000000,1081084001,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 11:14:27.127,JUDER,11,6,E,4000000,4205,16646.00000000,D4000000,D6000000,65,4
018246,D6000000,1030006001,O,6.00000000,2009-05-15 00:00:00.000,2009-05-15 11:15:36.290,JUDER,11,6,D,6000000,4205,16646.00000000,E4000000,D5000000,69,5
018246,D5000000,1035196101,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 11:16:18.083,JUDER,11,6,D,5000000,4205,16646.00000000,D6000000,E5000000,42,6
018246,E5000000,1310473001,O,4.00000000,2009-05-15 00:00:00.000,2009-05-15 11:18:00.333,JUDER,11,6,E,5000000,4205,16646.00000000,D5000000,G8648000,102,7
018246,G8648000,1611261001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 11:19:52.803,JUDER,11,6,G,8648000,4205,16646.00000000,E5000000,D7357900,112,8
018246,D7357900,1912061001,O,6.00000000,2009-05-15 00:00:00.000,2009-05-15 11:22:00.020,JUDER,11,6,D,7357900,4205,16646.00000000,G8648000,D8398602,128,9
018246,D8398602,1010113101,O,4.00000000,2009-05-15 00:00:00.000,2009-05-15 11:27:09.873,JUDER,11,6,D,8398602,4205,16646.00000000,D7357900,D4000000,309,10
018308,D4000000,1081104001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 11:34:37.020,JUDER,11,6,D,4000000,4205,16646.00000000,D8398602,E4000000,448,1
018308,E4000000,1081084001,O,4.00000000,2009-05-15 00:00:00.000,2009-05-15 11:38:56.990,JUDER,11,6,E,4000000,4205,16646.00000000,D4000000,E5000000,259,2
018308,E5000000,1310373001,O,6.00000000,2009-05-15 00:00:00.000,2009-05-15 11:40:30.173,JUDER,11,6,E,5000000,4205,16646.00000000,E4000000,E5000000,94,3
018308,E5000000,1310373009,O,8.00000000,2009-05-15 00:00:00.000,2009-05-15 11:41:58.250,JUDER,11,6,E,5000000,4205,16646.00000000,E5000000,F6000000,88,4
018308,F6000000,1050015057,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 11:43:40.127,JUDER,11,6,F,6000000,4205,16646.00000000,E5000000,B5000000,102,5
018308,B5000000,1512021003,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 11:48:52.707,JUDER,11,6,B,5000000,4205,16646.00000000,F6000000,D7000000,312,6
018308,D7000000,1040031101,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 11:53:28.213,JUDER,11,6,D,7000000,4205,16646.00000000,B5000000,D8348900,276,7
018308,D8348900,1090173059,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 11:55:07.237,JUDER,11,6,D,8348900,4205,16646.00000000,D7000000,G8698900,99,8
016071,G8698900,1517022001,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:04:22.383,JUDER,12,6,G,8698900,4205,16646.00000000,D8348900,D4000000,555,1
018316,D4000000,1081104001,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:08:21.910,JUDER,12,6,D,4000000,4205,16646.00000000,G8698900,F6000000,239,1
018316,F6000000,1052024001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 12:09:54.193,JUDER,12,6,F,6000000,4205,16646.00000000,D4000000,E6000000,93,2
018316,E6000000,1057024001,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:10:43.167,JUDER,12,6,E,6000000,4205,16646.00000000,F6000000,D7307400,49,3
018316,D7307400,1090303009,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 12:12:10.467,JUDER,12,6,D,7307400,4205,16646.00000000,E6000000,D4000000,87,4
018313,D4000000,1019113101,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:17:26.273,JUDER,12,6,D,4000000,4205,16646.00000000,D7307400,E4000000,316,1
018313,E4000000,1035396101,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:19:51.283,JUDER,12,6,E,4000000,4205,16646.00000000,D4000000,D4000000,145,2
018313,D4000000,1083341001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 12:30:29.143,JUDER,12,6,D,4000000,4205,16646.00000000,E4000000,E4000000,638,3
018313,E4000000,1081084001,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:32:25.887,JUDER,12,6,E,4000000,4205,16646.00000000,D4000000,D5000000,116,4
018313,D5000000,1038196001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 12:33:35.857,JUDER,12,6,D,5000000,4205,16646.00000000,E4000000,D5000000,70,5
018313,D5000000,1035296101,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:34:31.083,JUDER,12,6,D,5000000,4205,16646.00000000,D5000000,E8408403,56,6
018313,E8408403,1010093101,O,4.00000000,2009-05-15 00:00:00.000,2009-05-15 12:36:03.607,JUDER,12,6,E,8408403,4205,16646.00000000,D5000000,D7307100,92,7
018313,D7307100,1090103009,O,4.00000000,2009-05-15 00:00:00.000,2009-05-15 12:37:06.020,JUDER,12,6,D,7307100,4205,16646.00000000,E8408403,D8348900,63,8
018313,D8348900,1090173059,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 12:38:34.523,JUDER,12,6,D,8348900,4205,16646.00000000,D7307100,F5000000,88,9
018313,F5000000,1055595051,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 12:40:14.953,JUDER,12,6,F,5000000,4205,16646.00000000,D8348900,C4000000,100,10
018313,C4000000,1097062009,O,4.00000000,2009-05-15 00:00:00.000,2009-05-15 12:42:43.270,JUDER,12,6,C,4000000,4205,16646.00000000,F5000000,D4000000,149,11
018299,D4000000,1019113101,O,3.00000000,2009-05-15 00:00:00.000,2009-05-15 12:49:56.207,JUDER,12,6,D,4000000,4205,16646.00000000,C4000000,B5000000,433,1
018299,B5000000,1019073101,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 12:52:50.543,JUDER,12,6,B,5000000,4205,16646.00000000,D4000000,D6000000,174,2
018299,D6000000,1030006001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 12:55:16.523,JUDER,12,6,D,6000000,4205,16646.00000000,B5000000,D6000000,146,3
018299,D6000000,1040021101,O,3.00000000,2009-05-15 00:00:00.000,2009-05-15 12:58:31.510,JUDER,12,6,D,6000000,4205,16646.00000000,D6000000,D8348600,195,4
018299,D8348600,1090173009,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 13:01:00.153,JUDER,13,6,D,8348600,4205,16646.00000000,D6000000,E8448402,149,5
018299,E8448402,1099000008,O,12.00000000,2009-05-15 00:00:00.000,2009-05-15 13:02:35.430,JUDER,13,6,E,8448402,4205,16646.00000000,D8348600,G7607900,95,6
018299,G7607900,1612301001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 13:03:44.840,JUDER,13,6,G,7607900,4205,16646.00000000,E8448402,C4000000,69,7
018299,C4000000,1097062009,O,6.00000000,2009-05-15 00:00:00.000,2009-05-15 13:05:15.557,JUDER,13,6,C,4000000,4205,16646.00000000,G7607900,D8000000,91,8
018311,D8000000,1097152009,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 14:03:40.490,JUDER,14,6,D,8000000,4205,16646.00000000,C4000000,E7447901,3505,1
018311,E7447901,1099106009,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 14:07:09.513,JUDER,14,6,E,7447901,4205,16646.00000000,D8000000,F7000000,209,2
018330,F7000000,1310373051,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 14:28:55.450,JUDER,14,6,F,7000000,4205,16646.00000000,E7447901,D8398600,1306,1
018330,D8398600,1098062009,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 14:30:28.740,JUDER,14,6,D,8398600,4205,16646.00000000,F7000000,E4000000,93,2
018330,E4000000,1081084001,O,3.00000000,2009-05-15 00:00:00.000,2009-05-15 14:32:18.817,JUDER,14,6,E,4000000,4205,16646.00000000,D8398600,D8358900,110,3
018330,D8358900,1097082009,O,22.00000000,2009-05-15 00:00:00.000,2009-05-15 14:35:54.813,JUDER,14,6,D,8358900,4205,16646.00000000,E4000000,E5000000,216,4
018360,E5000000,1030006007,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 14:53:04.230,JUDER,14,6,E,5000000,4205,16646.00000000,D8358900,E5000000,1030,1
018360,E5000000,1030016007,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 14:53:10.433,JUDER,14,6,E,5000000,4205,16646.00000000,E5000000,E6000000,6,2
018360,E6000000,1035196107,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 14:53:55.757,JUDER,14,6,E,6000000,4205,16646.00000000,E5000000,E6000000,45,3
018360,E6000000,1081084021,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 14:54:39.353,JUDER,14,6,E,6000000,4205,16646.00000000,E6000000,D7357900,44,4
018360,D7357900,1912061001,O,6.00000000,2009-05-15 00:00:00.000,2009-05-15 14:56:12.117,JUDER,14,6,D,7357900,4205,16646.00000000,E6000000,F4000000,93,5
016394,F4000000,1088121051,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 14:59:59.810,JUDER,14,6,F,4000000,4205,16646.00000000,D7357900,F5000000,227,1
016394,F5000000,1055495051,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 15:00:25.990,JUDER,15,6,F,5000000,4205,16646.00000000,F4000000,F4000000,26,2
016394,F4000000,1050015051,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 15:01:10.273,JUDER,15,6,F,4000000,4205,16646.00000000,F5000000,D5305900,45,3
016394,D5305900,1913000002,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 15:02:54.400,JUDER,15,6,D,5305900,4205,16646.00000000,F4000000,D4000000,104,4
018351,D4000000,1019113101,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 15:11:59.753,JUDER,15,6,D,4000000,4205,16646.00000000,D5305900,D4000000,545,1
018351,D4000000,1040201101,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 15:14:02.833,JUDER,15,6,D,4000000,4205,16646.00000000,D4000000,F4000000,123,2
018351,F4000000,1050025051,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 15:17:11.257,JUDER,15,6,F,4000000,4205,16646.00000000,D4000000,F4000000,189,3
018351,F4000000,1058595001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 15:19:04.710,JUDER,15,6,F,4000000,4205,16646.00000000,F4000000,F5000000,113,4
018351,F5000000,1055595051,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 15:20:28.977,JUDER,15,6,F,5000000,4205,16646.00000000,F4000000,D7000000,84,5
018351,D7000000,1040031101,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 15:22:05.947,JUDER,15,6,D,7000000,4205,16646.00000000,F5000000,G8648700,97,6
018351,G8648700,1613232001,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 15:23:38.423,JUDER,15,6,G,8648700,4205,16646.00000000,D7000000,F4000000,93,7
018356,F4000000,1050065057,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 15:35:52.923,JUDER,15,6,F,4000000,4205,16646.00000000,G8648700,F5000000,734,1
018356,F5000000,1055595057,O,1.00000000,2009-05-15 00:00:00.000,2009-05-15 15:48:46.667,JUDER,15,6,F,5000000,4205,16646.00000000,F4000000,D8308000,774,2
018356,D8308000,1090153009,O,18.00000000,2009-05-15 00:00:00.000,2009-05-15 16:15:39.920,JUDER,16,6,D,8308000,4205,16646.00000000,F5000000,D7307600,1613,3
018356,D7307600,1090163009,O,2.00000000,2009-05-15 00:00:00.000,2009-05-15 16:20:08.550,JUDER,16,6,D,7307600,4205,16646.00000000,D8308000,D8308200,269,4
018356,D8308200,1095152009,O,6.00000000,2009-05-15 00:00:00.000,2009-05-15 16:21:55.233,JUDER,16,6,D,8308200,4205,16646.00000000,D7307600,B4000000,107,5
018401,B4000000,1050105051,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 09:56:00.350,JUDER,9,3,B,4000000,4205,16646.00000000,D8308200,F4000000,322445,1
018401,F4000000,1050065051,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 10:01:52.833,JUDER,10,3,F,4000000,4205,16646.00000000,B4000000,D5000000,352,2
018401,D5000000,1035296101,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 10:04:32.047,JUDER,10,3,D,5000000,4205,16646.00000000,F4000000,D5000000,160,3
018401,D5000000,1019073101,O,5.00000000,2009-05-19 00:00:00.000,2009-05-19 10:06:25.523,JUDER,10,3,D,5000000,4205,16646.00000000,D5000000,D8308100,113,4
018401,D8308100,1010073101,O,4.00000000,2009-05-19 00:00:00.000,2009-05-19 10:11:16.157,JUDER,10,3,D,8308100,4205,16646.00000000,D5000000,B4000000,291,5
018391,B4000000,1030116001,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 10:19:58.320,JUDER,10,3,B,4000000,4205,16646.00000000,D8308100,D8358600,522,1
018391,D8358600,1010223101,O,4.00000000,2009-05-19 00:00:00.000,2009-05-19 10:23:56.363,JUDER,10,3,D,8358600,4205,16646.00000000,B4000000,D8358500,238,2
018391,D8358500,1097052009,O,16.00000000,2009-05-19 00:00:00.000,2009-05-19 10:25:25.467,JUDER,10,3,D,8358500,4205,16646.00000000,D8358600,D8358700,89,3
018391,D8358700,1097162009,O,4.00000000,2009-05-19 00:00:00.000,2009-05-19 10:26:57.050,JUDER,10,3,D,8358700,4205,16646.00000000,D8358500,C4000000,92,4
018391,C4000000,1097062009,O,16.00000000,2009-05-19 00:00:00.000,2009-05-19 10:29:03.090,JUDER,10,3,C,4000000,4205,16646.00000000,D8358700,F4000000,126,5
016393,F4000000,1088151051,O,1.00000000,2009-05-19 00:00:00.000,2009-05-19 10:46:18.363,JUDER,10,3,F,4000000,4205,16646.00000000,C4000000,F6000000,1035,1
016393,F6000000,1048001001,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 10:48:07.383,JUDER,10,3,F,6000000,4205,16646.00000000,F4000000,D4000000,109,2
016393,D4000000,1040301101,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 10:57:18.813,JUDER,10,3,D,4000000,4205,16646.00000000,F6000000,B5000000,551,3
016393,B5000000,1913000002,O,1.00000000,2009-05-19 00:00:00.000,2009-05-19 10:59:13.853,JUDER,10,3,B,5000000,4205,16646.00000000,D4000000,D7000000,115,4
016393,D7000000,1040031101,O,1.00000000,2009-05-19 00:00:00.000,2009-05-19 11:00:25.377,JUDER,11,3,D,7000000,4205,16646.00000000,B5000000,D4000000,72,5
018353,D4000000,1019113101,O,1.00000000,2009-05-19 00:00:00.000,2009-05-19 14:29:36.493,JUDER,14,3,D,4000000,4205,16646.00000000,D7000000,E7467903,12551,1
018431,E7467903,1412021001,O,1.00000000,2009-05-19 00:00:00.000,2009-05-19 14:45:40.053,JUDER,14,3,E,7467903,4205,16646.00000000,D4000000,G7647900,964,1
018460,G7647900,1611301001,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 15:55:44.397,JUDER,15,3,G,7647900,4205,16646.00000000,E7467903,G8648600,4204,1
018460,G8648600,1613292001,O,4.00000000,2009-05-19 00:00:00.000,2009-05-19 15:56:49.840,JUDER,15,3,G,8648600,4205,16646.00000000,G7647900,D8398800,65,2
018460,D8398800,1614301015,O,2.00000000,2009-05-19 00:00:00.000,2009-05-19 15:58:40.597,JUDER,15,3,D,8398800,4205,16646.00000000,G8648600,D6000000,111,3
018420,D6000000,1030016001,O,2.00000000,2009-05-20 00:00:00.000,2009-05-20 10:19:24.957,JUDER,10,4,D,6000000,4205,16646.00000000,D8398800,D5000000,66044,1
018420,D5000000,1038196001,O,4.00000000,2009-05-20 00:00:00.000,2009-05-20 10:20:27.760,JUDER,10,4,D,5000000,4205,16646.00000000,D6000000,E4000000,63,2
018420,E4000000,1083311001,O,2.00000000,2009-05-20 00:00:00.000,2009-05-20 10:23:52.690,JUDER,10,4,E,4000000,4205,16646.00000000,D5000000,E5000000,205,3
018420,E5000000,1310273001,O,20.00000000,2009-05-20 00:00:00.000,2009-05-20 10:26:03.570,JUDER,10,4,E,5000000,4205,16646.00000000,E4000000,G7607900,131,4
018420,G7607900,1612301001,O,2.00000000,2009-05-20 00:00:00.000,2009-05-20 10:30:57.290,JUDER,10,4,G,7607900,4205,16646.00000000,E5000000,G8648200,294,5
018420,G8648200,1611181001,O,2.00000000,2009-05-20 00:00:00.000,2009-05-20 10:32:23.273,JUDER,10,4,G,8648200,4205,16646.00000000,G7607900,D4000000,86,6
015816-1,D4000000,1019113101,O,1.00000000,2009-05-20 00:00:00.000,2009-05-20 11:07:27.900,JUDER,11,4,D,4000000,4205,16646.00000000,G8648200,B4000000,2104,1
015816-1,B4000000,1019113121,O,1.00000000,2009-05-20 00:00:00.000,2009-05-20 11:10:35.683,JUDER,11,4,B,4000000,4205,16646.00000000,D4000000,D5000000,188,2
015816-1,D5000000,1019073101,O,3.00000000,2009-05-20 00:00:00.000,2009-05-20 11:14:20.930,JUDER,11,4,D,5000000,4205,16646.00000000,B4000000,D4000000,225,3
018513,D4000000,1019113101,O,1.00000000,2009-05-20 00:00:00.000,2009-05-20 11:21:32.210,JUDER,11,4,D,4000000,4205,16646.00000000,D5000000,G8608400,432,1
018513,G8608400,1612201001,O,2.00000000,2009-05-20 00:00:00.000,2009-05-20 11:23:01.327,JUDER,11,4,G,8608400,4205,16646.00000000,D4000000,G8648000,89,2
018513,G8648000,1611261001,O,4.00000000,2009-05-20 00:00:00.000,2009-05-20 11:24:13.140,JUDER,11,4,G,8648000,4205,16646.00000000,G8608400,F8558003,72,3
