CUST_ORDER_ID,LOCATION_ID,PART_ID,TYPE,QTY,TRANSACTION_DATE,CREATE_DATE,USER_ID,PICK_HOUR,DAY_OF_WEEK,ZONE,AISLE_BIN,ORDER_SIZE,TOTAL_ORDER_QTY,PREV_LOCATION,NEXT_LOCATION,SECONDS_SINCE_LAST_PICK,LOCATION_RANK
028559,F5000000,1055595051,O,1.00000000,2009-09-11 00:00:00.000,2009-09-11 15:10:00.317,JUDER,15,6,F,5000000,4205,16646.00000000,C4000000,E7467800,196,12
028559,E7467800,1412051001,O,1.00000000,2009-09-11 00:00:00.000,2009-09-11 15:12:22.583,JUDER,15,6,E,7467800,4205,16646.00000000,F5000000,E7407800,142,13
028559,E7407800,1097062009,O,4.00000000,2009-09-11 00:00:00.000,2009-09-11 15:14:20.253,JUDER,15,6,E,7407800,4205,16646.00000000,E7467800,E8448500,118,14
028755,E8448500,1990000022,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 10:16:39.197,JUDER,10,3,E,8448500,4205,16646.00000000,E7407800,E7447800,327739,1
028755,E7447800,1990000021,O,3.00000000,2009-09-15 00:00:00.000,2009-09-15 10:19:38.217,JUDER,10,3,E,7447800,4205,16646.00000000,E8448500,C4000000,179,2
028740,C4000000,1030096001,O,6.00000000,2009-09-15 00:00:00.000,2009-09-15 10:50:50.573,JUDER,10,3,C,4000000,4205,16646.00000000,E7447800,D7397200,1872,1
028740,D7397200,1010073101,O,24.00000000,2009-09-15 00:00:00.000,2009-09-15 10:58:36.300,JUDER,10,3,D,7397200,4205,16646.00000000,C4000000,F6546100,466,2
028740,F6546100,1038196001,O,8.00000000,2009-09-15 00:00:00.000,2009-09-15 11:02:20.827,JUDER,11,3,F,6546100,4205,16646.00000000,D7397200,E4000000,224,3
028740,E4000000,1040021101,O,8.00000000,2009-09-15 00:00:00.000,2009-09-15 11:04:46.287,JUDER,11,3,E,4000000,4205,16646.00000000,F6546100,G8608400,146,4
028740,G8608400,1612301001,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 11:12:59.503,JUDER,11,3,G,8608400,4205,16646.00000000,E4000000,G8608400,493,5
028740,G8608400,1612301001,O,10.00000000,2009-09-15 00:00:00.000,2009-09-15 11:24:13.627,JUDER,11,3,G,8608400,4205,16646.00000000,G8608400,C4000000,674,6
028512,C4000000,1030096001,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 11:38:33.603,JUDER,11,3,C,4000000,4205,16646.00000000,G8608400,C4000000,860,1
028512,C4000000,1030076001,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 11:41:18.613,JUDER,11,3,C,4000000,4205,16646.00000000,C4000000,E5445600,165,2
028512,E5445600,1083321001,O,1.00000000,2009-09-15 00:00:00.000,2009-09-15 11:43:19.187,JUDER,11,3,E,5445600,4205,16646.00000000,C4000000,D4000000,121,3
028512,D4000000,1019113101,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 11:55:01.760,JUDER,11,3,D,4000000,4205,16646.00000000,E5445600,E5445800,702,4
028512,E5445800,1035196101,O,1.00000000,2009-09-15 00:00:00.000,2009-09-15 11:56:39.013,JUDER,11,3,E,5445800,4205,16646.00000000,D4000000,E4000000,98,5
028512,E4000000,1081084001,O,1.00000000,2009-09-15 00:00:00.000,2009-09-15 11:58:13.540,JUDER,11,3,E,4000000,4205,16646.00000000,E5445800,F6546100,94,6
028512,F6546100,1038196001,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 12:00:27.573,JUDER,12,3,F,6546100,4205,16646.00000000,E4000000,F8508200,134,7
028512,F8508200,1038396001,O,3.00000000,2009-09-15 00:00:00.000,2009-09-15 12:02:20.810,JUDER,12,3,F,8508200,4205,16646.00000000,F6546100,D5355900,113,8
028512,D5355900,1018003001,O,4.00000000,2009-09-15 00:00:00.000,2009-09-15 12:07:21.333,JUDER,12,3,D,5355900,4205,16646.00000000,F8508200,F5595800,301,9
028512,F5595800,1055595051,O,1.00000000,2009-09-15 00:00:00.000,2009-09-15 12:09:41.150,JUDER,12,3,F,5595800,4205,16646.00000000,D5355900,E6466100,140,10
028808,E6466100,1050105051,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 15:38:26.223,JUDER,15,3,E,6466100,4205,16646.00000000,F5595800,F5595800,12525,1
028808,F5595800,1055595051,O,1.00000000,2009-09-15 00:00:00.000,2009-09-15 15:41:46.230,JUDER,15,3,F,5595800,4205,16646.00000000,E6466100,F7557300,200,2
028808,F7557300,1058595001,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 15:44:24.633,JUDER,15,3,F,7557300,4205,16646.00000000,F5595800,E6496900,158,3
028808,E6496900,1310473051,O,2.00000000,2009-09-15 00:00:00.000,2009-09-15 15:49:44.290,JUDER,15,3,E,6496900,4205,16646.00000000,F7557300,G6646200,320,4
028808,G6646200,1088121051,O,1.00000000,2009-09-15 00:00:00.000,2009-09-15 15:52:28.313,JUDER,15,3,G,6646200,4205,16646.00000000,E6496900,C4000000,164,5
028878,C4000000,1030076001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 10:47:50.090,JUDER,10,4,C,4000000,4205,16646.00000000,G6646200,C4000000,68122,1
028878,C4000000,1030076001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 10:48:45.693,JUDER,10,4,C,4000000,4205,16646.00000000,C4000000,C4000000,55,2
028878,C4000000,1030096001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 10:49:21.477,JUDER,10,4,C,4000000,4205,16646.00000000,C4000000,E5445800,36,3
028878,E5445800,1035196101,O,3.00000000,2009-09-16 00:00:00.000,2009-09-16 10:50:47.730,JUDER,10,4,E,5445800,4205,16646.00000000,C4000000,D4000000,86,4
028878,D4000000,1019113101,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 10:51:58.523,JUDER,10,4,D,4000000,4205,16646.00000000,E5445800,D5355700,71,5
028878,D5355700,1912041001,O,12.00000000,2009-09-16 00:00:00.000,2009-09-16 10:58:41.597,JUDER,10,4,D,5355700,4205,16646.00000000,D4000000,D7347100,403,6
028878,D7347100,1097062009,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 11:11:19.240,JUDER,11,4,D,7347100,4205,16646.00000000,D5355700,D4000000,758,7
028878,D4000000,1019093101,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 11:14:07.320,JUDER,11,4,D,4000000,4205,16646.00000000,D7347100,E6496200,168,8
028878,E6496200,1030016001,O,8.00000000,2009-09-16 00:00:00.000,2009-09-16 11:17:10.700,JUDER,11,4,E,6496200,4205,16646.00000000,D4000000,D6346900,183,9
028878,D6346900,1098062009,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 11:19:17.797,JUDER,11,4,D,6346900,4205,16646.00000000,E6496200,D6346600,127,10
028878,D6346600,1097082009,O,6.00000000,2009-09-16 00:00:00.000,2009-09-16 11:20:38.483,JUDER,11,4,D,6346600,4205,16646.00000000,D6346900,D6346400,81,11
028878,D6346400,1097162009,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 11:22:31.737,JUDER,11,4,D,6346400,4205,16646.00000000,D6346600,F7557600,113,12
028878,F7557600,1098962009,O,6.00000000,2009-09-16 00:00:00.000,2009-09-16 11:27:30.853,JUDER,11,4,F,7557600,4205,16646.00000000,D6346400,D4000000,299,13
028873,D4000000,1019113101,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 11:39:53.390,JUDER,11,4,D,4000000,4205,16646.00000000,F7557600,D4000000,743,1
028873,D4000000,1019093101,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 11:41:50.400,JUDER,11,4,D,4000000,4205,16646.00000000,D4000000,D4000000,117,2
028873,D4000000,1081104001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 11:43:13.747,JUDER,11,4,D,4000000,4205,16646.00000000,D4000000,E4000000,83,3
028873,E4000000,1081084001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 11:44:32.340,JUDER,11,4,E,4000000,4205,16646.00000000,D4000000,E4000000,79,4
028873,E4000000,1019073101,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 11:46:11.613,JUDER,11,4,E,4000000,4205,16646.00000000,E4000000,D7347200,99,5
028873,D7347200,1097052009,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 11:48:19.527,JUDER,11,4,D,7347200,4205,16646.00000000,E4000000,E5405600,128,6
028846,E5405600,1083341001,O,1.00000000,2009-09-16 00:00:00.000,2009-09-16 11:52:31.553,JUDER,11,4,E,5405600,4205,16646.00000000,D7347200,E6406900,252,1
028846,E6406900,1035396101,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 11:53:38.780,JUDER,11,4,E,6406900,4205,16646.00000000,E5405600,E6406500,67,2
028846,E6406500,1035296101,O,1.00000000,2009-09-16 00:00:00.000,2009-09-16 11:54:32.997,JUDER,11,4,E,6406500,4205,16646.00000000,E6406900,E6406100,54,3
028846,E6406100,1035196101,O,1.00000000,2009-09-16 00:00:00.000,2009-09-16 11:55:02.550,JUDER,11,4,E,6406100,4205,16646.00000000,E6406500,E4000000,30,4
028846,E4000000,1012053001,O,20.00000000,2009-09-16 00:00:00.000,2009-09-16 11:56:02.060,JUDER,11,4,E,4000000,4205,16646.00000000,E6406100,D6356800,60,5
028846,D6356800,1015113101,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:01:01.260,JUDER,12,4,D,6356800,4205,16646.00000000,E4000000,D6356700,299,6
028846,D6356700,1010093109,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 12:02:26.870,JUDER,12,4,D,6356700,4205,16646.00000000,D6356800,D6356400,85,7
028846,D6356400,1010073101,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 12:03:00.830,JUDER,12,4,D,6356400,4205,16646.00000000,D6356700,D4000000,34,8
028849,D4000000,1019113101,O,1.00000000,2009-09-16 00:00:00.000,2009-09-16 12:09:01.583,JUDER,12,4,D,4000000,4205,16646.00000000,D6356400,E4000000,361,1
028849,E4000000,1019073101,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:09:36.200,JUDER,12,4,E,4000000,4205,16646.00000000,D4000000,F5505600,35,2
028849,F5505600,1030006001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:12:52.417,JUDER,12,4,F,5505600,4205,16646.00000000,E4000000,E6406100,196,3
028849,E6406100,1035196101,O,1.00000000,2009-09-16 00:00:00.000,2009-09-16 12:13:48.537,JUDER,12,4,E,6406100,4205,16646.00000000,F5505600,D4000000,56,4
028849,D4000000,1081104001,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 12:16:05.237,JUDER,12,4,D,4000000,4205,16646.00000000,E6406100,D6346200,137,5
028849,D6346200,1096061009,O,10.00000000,2009-09-16 00:00:00.000,2009-09-16 12:17:00.097,JUDER,12,4,D,6346200,4205,16646.00000000,D4000000,D6346900,55,6
028849,D6346900,1098062009,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:18:42.107,JUDER,12,4,D,6346900,4205,16646.00000000,D6346200,D6346700,102,7
028849,D6346700,1097062059,O,8.00000000,2009-09-16 00:00:00.000,2009-09-16 12:19:54.623,JUDER,12,4,D,6346700,4205,16646.00000000,D6346900,F5505600,72,8
026963,F5505600,1030006001,O,6.00000000,2009-09-16 00:00:00.000,2009-09-16 12:26:49.333,JUDER,12,4,F,5505600,4205,16646.00000000,D6346700,E4000000,415,1
026963,E4000000,1081084001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:28:16.107,JUDER,12,4,E,4000000,4205,16646.00000000,F5505600,D8358000,87,2
026963,D8358000,1310273001,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 12:29:20.347,JUDER,12,4,D,8358000,4205,16646.00000000,E4000000,E5465802,64,3
028915,E5465802,1050105051,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:42:01.167,JUDER,12,4,E,5465802,4205,16646.00000000,D8358000,E5465800,761,1
028915,E5465800,1050065051,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:44:07.000,JUDER,12,4,E,5465800,4205,16646.00000000,E5465802,F7557200,126,2
028915,F7557200,1050065057,O,3.00000000,2009-09-16 00:00:00.000,2009-09-16 12:45:37.740,JUDER,12,4,F,7557200,4205,16646.00000000,E5465800,F5555600,90,3
028915,F5555600,1050065057,O,1.00000000,2009-09-16 00:00:00.000,2009-09-16 12:48:57.850,JUDER,12,4,F,5555600,4205,16646.00000000,F7557200,E5495700,200,4
028915,E5495700,1048001001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:50:40.917,JUDER,12,4,E,5495700,4205,16646.00000000,F5555600,C4000000,103,5
028915,C4000000,1030096001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 12:52:47.263,JUDER,12,4,C,4000000,4205,16646.00000000,E5495700,E6406900,127,6
028915,E6406900,1035396101,O,1.00000000,2009-09-16 00:00:00.000,2009-09-16 12:54:41.347,JUDER,12,4,E,6406900,4205,16646.00000000,C4000000,F5505600,114,7
028915,F5505600,1030006001,O,10.00000000,2009-09-16 00:00:00.000,2009-09-16 12:57:15.320,JUDER,12,4,F,5505600,4205,16646.00000000,E6406900,F5545700,154,8
028915,F5545700,1030016001,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 13:07:34.150,JUDER,13,4,F,5545700,4205,16646.00000000,F5505600,D5355900,619,9
028915,D5355900,1018003001,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 13:10:46.440,JUDER,13,4,D,5355900,4205,16646.00000000,F5545700,D5345800,192,10
028915,D5345800,1912061001,O,12.00000000,2009-09-16 00:00:00.000,2009-09-16 13:12:07.017,JUDER,13,4,D,5345800,4205,16646.00000000,D5355900,C4000000,81,11
028908,C4000000,1030076001,O,2.00000000,2009-09-16 00:00:00.000,2009-09-16 14:36:53.017,JUDER,14,4,C,4000000,4205,16646.00000000,D5345800,D4000000,5086,1
028908,D4000000,1081104001,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 14:41:04.480,JUDER,14,4,D,4000000,4205,16646.00000000,C4000000,D5355900,251,2
028908,D5355900,1018003001,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 14:42:56.410,JUDER,14,4,D,5355900,4205,16646.00000000,D4000000,E7407400,112,3
028908,E7407400,1038396001,O,4.00000000,2009-09-16 00:00:00.000,2009-09-16 14:45:22.900,JUDER,14,4,E,7407400,4205,16646.00000000,D5355900,D6346600,146,4
028908,D6346600,1097082009,O,8.00000000,2009-09-16 00:00:00.000,2009-09-16 14:47:27.807,JUDER,14,4,D,6346600,4205,16646.00000000,E7407400,D7307300,125,5
028908,D7307300,1090153009,O,14.00000000,2009-09-16 00:00:00.000,2009-09-16 14:49:09.847,JUDER,14,4,D,7307300,4205,16646.00000000,D6346600,D8358601,102,6
028908,D8358601,1910152059,O,24.00000000,2009-09-16 00:00:00.000,2009-09-16 14:52:32.890,JUDER,14,4,D,8358601,4205,16646.00000000,D7307300,D8308700,203,7
028908,D8308700,1910152050,O,24.00000000,2009-09-16 00:00:00.000,2009-09-16 14:53:24.340,JUDER,14,4,D,8308700,4205,16646.00000000,D8358601,C4000000,52,8
028707,C4000000,1030076001,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 09:46:47.623,JUDER,9,5,C,4000000,4205,16646.00000000,D8308700,D6396400,68003,1
028707,D6396400,1030076013,O,4.00000000,2009-09-17 00:00:00.000,2009-09-17 09:54:07.330,JUDER,9,5,D,6396400,4205,16646.00000000,C4000000,F7547400,440,2
028707,F7547400,1035296113,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 09:58:04.717,JUDER,9,5,F,7547400,4205,16646.00000000,D6396400,E6406500,237,3
028707,E6406500,1035296101,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 10:05:41.020,JUDER,10,5,E,6406500,4205,16646.00000000,F7547400,E6406900,457,4
028707,E6406900,1035396101,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 10:06:46.353,JUDER,10,5,E,6406900,4205,16646.00000000,E6406500,F6596700,65,5
028707,F6596700,1050025055,O,4.00000000,2009-09-17 00:00:00.000,2009-09-17 10:21:17.993,JUDER,10,5,F,6596700,4205,16646.00000000,E6406900,E6406100,871,6
028707,E6406100,1035196101,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 10:28:33.727,JUDER,10,5,E,6406100,4205,16646.00000000,F6596700,E4000000,436,7
028707,E4000000,1042001101,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 10:30:06.290,JUDER,10,5,E,4000000,4205,16646.00000000,E6406100,E7407200,93,8
028707,E7407200,1038196001,O,6.00000000,2009-09-17 00:00:00.000,2009-09-17 10:39:24.860,JUDER,10,5,E,7407200,4205,16646.00000000,E4000000,E7407400,558,9
028707,E7407400,1038396001,O,4.00000000,2009-09-17 00:00:00.000,2009-09-17 10:41:27.290,JUDER,10,5,E,7407400,4205,16646.00000000,E7407200,E7407400,123,10
029020,E7407400,1038396001,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 10:44:07.823,JUDER,10,5,E,7407400,4205,16646.00000000,E7407400,D7307300,160,1
029022,D7307300,1090153009,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 10:46:37.367,JUDER,10,5,D,7307300,4205,16646.00000000,E7407400,D7307400,150,1
029022,D7307400,1090173009,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 10:46:58.910,JUDER,10,5,D,7307400,4205,16646.00000000,D7307300,D8358700,21,2
029022,D8358700,1310473001,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 10:49:46.510,JUDER,10,5,D,8358700,4205,16646.00000000,D7307400,D8398000,168,3
029022,D8398000,1319081032,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 10:51:15.907,JUDER,10,5,D,8398000,4205,16646.00000000,D8358700,D6396600,89,4
029028,D6396600,1030076007,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 11:22:10.677,JUDER,11,5,D,6396600,4205,16646.00000000,D8398000,E5445600,1855,1
029028,E5445600,1083321001,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 11:24:38.400,JUDER,11,5,E,5445600,4205,16646.00000000,D6396600,E6406500,148,2
029028,E6406500,1035296101,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 11:26:10.863,JUDER,11,5,E,6406500,4205,16646.00000000,E5445600,D4000000,92,3
029028,D4000000,1081104001,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 11:28:04.757,JUDER,11,5,D,4000000,4205,16646.00000000,E6406500,D5355600,114,4
029028,D5355600,1087121001,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 11:29:18.890,JUDER,11,5,D,5355600,4205,16646.00000000,D4000000,D4000000,74,5
029028,D4000000,1019113101,O,1.00000000,2009-09-17 00:00:00.000,2009-09-17 11:30:55.890,JUDER,11,5,D,4000000,4205,16646.00000000,D5355600,E4000000,97,6
029028,E4000000,1019073101,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 11:32:37.713,JUDER,11,5,E,4000000,4205,16646.00000000,D4000000,F5505600,102,7
029028,F5505600,1030006001,O,4.00000000,2009-09-17 00:00:00.000,2009-09-17 11:34:38.100,JUDER,11,5,F,5505600,4205,16646.00000000,E4000000,D5345800,121,8
029028,D5345800,1912061001,O,6.00000000,2009-09-17 00:00:00.000,2009-09-17 11:36:15.727,JUDER,11,5,D,5345800,4205,16646.00000000,F5505600,D8358200,97,9
029028,D8358200,1310373001,O,4.00000000,2009-09-17 00:00:00.000,2009-09-17 11:39:01.123,JUDER,11,5,D,8358200,4205,16646.00000000,D5345800,D8308200,166,10
029028,D8308200,1091013009,O,3.00000000,2009-09-17 00:00:00.000,2009-09-17 11:40:55.730,JUDER,11,5,D,8308200,4205,16646.00000000,D8358200,D8358500,114,11
029028,D8358500,1310373051,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 11:43:10.540,JUDER,11,5,D,8358500,4205,16646.00000000,D8308200,D4000000,135,12
026958,D4000000,1040201101,O,2.00000000,2009-09-17 00:00:00.000,2009-09-17 11:47:35.337,JUDER,11,5,D,4000000,4205,16646.00000000,D8358500,C4000000,265,1
029093,C4000000,1030076001,O,12.00000000,2009-09-18 00:00:00.000,2009-09-18 10:21:25.163,JUDER,10,6,C,4000000,4205,16646.00000000,D4000000,D7357500,81230,1
029093,D7357500,1010333101,O,10.00000000,2009-09-18 00:00:00.000,2009-09-18 10:28:34.997,JUDER,10,6,D,7357500,4205,16646.00000000,C4000000,D6396400,429,2
029093,D6396400,1030076013,O,8.00000000,2009-09-18 00:00:00.000,2009-09-18 10:34:32.390,JUDER,10,6,D,6396400,4205,16646.00000000,D7357500,F5505600,358,3
029093,F5505600,1030006001,O,14.00000000,2009-09-18 00:00:00.000,2009-09-18 10:39:04.840,JUDER,10,6,F,5505600,4205,16646.00000000,D6396400,F5505600,272,4
029093,F5505600,1030006001,O,6.00000000,2009-09-18 00:00:00.000,2009-09-18 10:48:30.470,JUDER,10,6,F,5505600,4205,16646.00000000,F5505600,F5545700,566,5
029093,F5545700,1030016001,O,6.00000000,2009-09-18 00:00:00.000,2009-09-18 10:49:43.137,JUDER,10,6,F,5545700,4205,16646.00000000,F5505600,E6406100,73,6
029093,E6406100,1035196101,O,5.00000000,2009-09-18 00:00:00.000,2009-09-18 10:53:39.187,JUDER,10,6,E,6406100,4205,16646.00000000,F5545700,D4000000,236,7
029093,D4000000,1030116001,O,6.00000000,2009-09-18 00:00:00.000,2009-09-18 11:21:34.777,JUDER,11,6,D,4000000,4205,16646.00000000,E6406100,E6406500,1675,8
029093,E6406500,1035296101,O,5.00000000,2009-09-18 00:00:00.000,2009-09-18 11:25:34.767,JUDER,11,6,E,6406500,4205,16646.00000000,D4000000,E6466200,240,9
029093,E6466200,1083341001,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 11:31:40.017,JUDER,11,6,E,6466200,4205,16646.00000000,E6406500,F8548600,366,10
029093,F8548600,1083341013,O,3.00000000,2009-09-18 00:00:00.000,2009-09-18 11:35:23.880,JUDER,11,6,F,8548600,4205,16646.00000000,E6466200,F8548200,223,11
029093,F8548200,1083321013,O,3.00000000,2009-09-18 00:00:00.000,2009-09-18 11:37:41.900,JUDER,11,6,F,8548200,4205,16646.00000000,F8548600,E6466800,138,12
029093,E6466800,1083321001,O,3.00000000,2009-09-18 00:00:00.000,2009-09-18 11:42:04.400,JUDER,11,6,E,6466800,4205,16646.00000000,F8548200,D4000000,263,13
029093,D4000000,1081104001,O,3.00000000,2009-09-18 00:00:00.000,2009-09-18 11:45:52.270,JUDER,11,6,D,4000000,4205,16646.00000000,E6466800,E6406900,228,14
029093,E6406900,1035396101,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 11:52:48.173,JUDER,11,6,E,6406900,4205,16646.00000000,D4000000,E4000000,416,15
029093,E4000000,1040201121,O,4.00000000,2009-09-18 00:00:00.000,2009-09-18 11:54:40.747,JUDER,11,6,E,4000000,4205,16646.00000000,E6406900,F7557400,112,16
029093,F7557400,1050025051,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 11:57:57.767,JUDER,11,6,F,7557400,4205,16646.00000000,E4000000,F7557400,197,17
029093,F7557400,1050025051,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 12:03:31.450,JUDER,12,6,F,7557400,4205,16646.00000000,F7557400,F5555600,334,18
029093,F5555600,1050065057,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 12:05:36.250,JUDER,12,6,F,5555600,4205,16646.00000000,F7557400,G6606600,125,19
029093,G6606600,1050025057,O,3.00000000,2009-09-18 00:00:00.000,2009-09-18 12:09:02.510,JUDER,12,6,G,6606600,4205,16646.00000000,F5555600,E4000000,206,20
029093,E4000000,1040021101,O,8.00000000,2009-09-18 00:00:00.000,2009-09-18 12:14:03.797,JUDER,12,6,E,4000000,4205,16646.00000000,G6606600,D7307300,301,21
029093,D7307300,1090153009,O,6.00000000,2009-09-18 00:00:00.000,2009-09-18 12:18:08.997,JUDER,12,6,D,7307300,4205,16646.00000000,E4000000,D7307900,245,22
029093,D7307900,1090253009,O,4.00000000,2009-09-18 00:00:00.000,2009-09-18 12:19:21.970,JUDER,12,6,D,7307900,4205,16646.00000000,D7307300,E7407200,73,23
029093,E7407200,1038196001,O,10.00000000,2009-09-18 00:00:00.000,2009-09-18 12:22:11.147,JUDER,12,6,E,7407200,4205,16646.00000000,D7307900,D4000000,170,24
029110,D4000000,1019113101,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 14:08:49.487,JUDER,14,6,D,4000000,4205,16646.00000000,E7407200,D6396400,6398,1
029110,D6396400,1030076013,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 14:10:24.653,JUDER,14,6,D,6396400,4205,16646.00000000,D4000000,E5495600,95,2
029110,E5495600,1030026001,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 14:12:22.837,JUDER,14,6,E,5495600,4205,16646.00000000,D6396400,F5505600,118,3
029110,F5505600,1030006001,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 14:13:18.713,JUDER,14,6,F,5505600,4205,16646.00000000,E5495600,D7397400,56,4
029110,D7397400,1030016005,O,4.00000000,2009-09-18 00:00:00.000,2009-09-18 14:17:12.950,JUDER,14,6,D,7397400,4205,16646.00000000,F5505600,F8548101,234,5
029110,F8548101,1083311005,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 14:22:23.023,JUDER,14,6,F,8548101,4205,16646.00000000,D7397400,E5445900,311,6
029110,E5445900,1611221001,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 14:26:51.710,JUDER,14,6,E,5445900,4205,16646.00000000,F8548101,E5445800,268,7
029110,E5445800,1611261001,O,4.00000000,2009-09-18 00:00:00.000,2009-09-18 14:27:46.857,JUDER,14,6,E,5445800,4205,16646.00000000,E5445900,E5445700,55,8
029110,E5445700,1611301001,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 14:28:30.120,JUDER,14,6,E,5445700,4205,16646.00000000,E5445800,D5395800,44,9
029110,D5395800,1030116005,O,2.00000000,2009-09-18 00:00:00.000,2009-09-18 14:31:44.890,JUDER,14,6,D,5395800,4205,16646.00000000,E5445700,E4000000,194,10
029110,E4000000,1081084001,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 14:33:41.347,JUDER,14,6,E,4000000,4205,16646.00000000,D5395800,D4000000,117,11
029110,D4000000,1081104001,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 14:34:15.620,JUDER,14,6,D,4000000,4205,16646.00000000,E4000000,E6406200,34,12
029110,E6406200,1035296105,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 14:37:23.713,JUDER,14,6,E,6406200,4205,16646.00000000,D4000000,F7597200,188,13
029110,F7597200,1990000021,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 14:43:16.313,JUDER,14,6,F,7597200,4205,16646.00000000,E6406200,C4000000,353,14
029131,C4000000,1030076001,O,4.00000000,2009-09-18 00:00:00.000,2009-09-18 15:01:59.687,JUDER,15,6,C,4000000,4205,16646.00000000,F7597200,F8548500,1123,1
029131,F8548500,1083321007,O,1.00000000,2009-09-18 00:00:00.000,2009-09-18 15:05:49.497,JUDER,15,6,F,8548500,4205,16646.00000000,C4000000,D6356400,230,2
029131,D6356400,1010073101,O,4.00000000,2009-09-18 00:00:00.000,2009-09-18 15:07:46.510,JUDER,15,6,D,6356400,4205,16646.00000000,F8548500,D6356600,117,3
029131,D6356600,1010093101,O,4.00000000,2009-09-18 00:00:00.000,2009-09-18 15:08:37.900,JUDER,15,6,D,6356600,4205,16646.00000000,D6356400,D6356800,51,4
